Taxon_Orig,Rank,Appendix E target,Modified,Rationale,OTU_BCG,OTU_IBI
Simulium jenningsi,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium lascivum,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium luggeri,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium meridionale,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium tuberosum,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium tuberosum complex,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium tuberosum Gr.,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium venustum complex,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium venustum Gr.,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium venustum/verecundum complex,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium venustum/verecundum Gr.,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium vittatum,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium vittatum complex,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Simulium vittatum Gr.,Species,genus,yes,level of taxonomic resolution,Simulium,Simulium
Siphlonuridae,Family,genus,no,,Siphlonuridae,Siphlonuridae
Siphlonurus,Genus,genus,no,,Siphlonurus,Siphlonurus
Siphlonurus alternatus,Species,genus,yes,level of taxonomic resolution,Siphlonurus,Siphlonurus
Siphloplecton,Genus,genus,no,,Siphloplecton,Siphloplecton
Siphloplecton interlineatum,Species,genus,yes,level of taxonomic resolution,Siphloplecton,Siphloplecton
Sisyra,Genus,genus,no,,Sisyra,Sisyra
Sisyridae,Family,genus,no,,Sisyridae,Sisyridae
Skwala,Genus,genus,no,,Skwala,Skwala
Slavina,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Slavina appendiculata,Species,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Smicridea,Genus,genus,no,,Smicridea,Smicridea
Smittia,Genus,genus,no,,Smittia,Smittia
Somatochlora,Genus,genus,no,,Somatochlora,Somatochlora
Somatochlora elongata,Species,genus,yes,level of taxonomic resolution,Somatochlora,Somatochlora
Somatochlora ensigera,Species,genus,yes,level of taxonomic resolution,Somatochlora,Somatochlora
Somatochlora minor,Species,genus,yes,level of taxonomic resolution,Somatochlora,Somatochlora
Somatochlora walshii,Species,genus,yes,level of taxonomic resolution,Somatochlora,Somatochlora
Somatochlora williamsoni,Species,genus,yes,level of taxonomic resolution,Somatochlora,Somatochlora
Soyedina,Genus,genus,no,,Soyedina,Soyedina
Soyedina vallicularia,Species,genus,yes,level of taxonomic resolution,Soyedina,Soyedina
Sparbarus,Genus,genus,no,,Sparbarus,Sparbarus
Sparbarus maculatus,Species,genus,yes,level of taxonomic resolution,Sparbarus,Sparbarus
Specaria,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Specaria josinae,Species,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Sperchon,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Sperchonida,Family,subclass,yes,level of taxonomic resolution,Acari,Acari
Sperchonopsis,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Sperchontidae,Family,subclass,yes,level of taxonomic resolution,Acari,Acari
Sperchopsis,Genus,genus,no,,Sperchopsis,Sperchopsis
Sperchopsis tessellata,Species,genus,yes,level of taxonomic resolution,Sperchopsis,Sperchopsis
Sperchopsis tessellatus,Species,genus,yes,level of taxonomic resolution,Sperchopsis,Sperchopsis
Sphaeriidae,Family,genus,no,,Sphaeriidae,Sphaeriidae
Sphaerium,Genus,genus,no,,Sphaerium,Sphaerium
Sphaerium striatinum,Species,genus,yes,level of taxonomic resolution,Sphaerium,Sphaerium
Sphaeriusidae,Family,genus,no,,Sphaeriusidae,Sphaeriusidae
Sphaeromias,Genus,genus,no,,Sphaeromias,Sphaeromias
Spirosperma,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Spirosperma ferox,Species,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Stactobiella,Genus,genus,no,,Stactobiella,Stactobiella
Stactobiella delira,Species,genus,yes,level of taxonomic resolution,Stactobiella,Stactobiella
Stactobiella palmata,Species,genus,yes,level of taxonomic resolution,Stactobiella,Stactobiella
Stagnicola,Genus,genus,no,,Stagnicola,Stagnicola
Stagnicola exilis,Species,genus,yes,level of taxonomic resolution,Stagnicola,Stagnicola
Staphylinidae,Family,genus,no,,Staphylinidae,Staphylinidae
Stegopterna,Genus,genus,no,,Stegopterna,Stegopterna
Stelechomyia,Genus,genus,no,,Stelechomyia,Stelechomyia
Stelechomyia perpulchra,Species,genus,yes,level of taxonomic resolution,Stelechomyia,Stelechomyia
Stempellina,Genus,genus,no,,Stempellina,Stempellina
Stempellina sp. A (Epler),Species,genus,yes,level of taxonomic resolution,Stempellina,Stempellina
Stempellinella,Genus,genus,no,,Stempellinella,Stempellinella
Stempellinella/Zavrelia,Genus,genus,no,,Stempellinella/Zavrelia,Stempellinella/Zavrelia
Stenacron,Genus,genus,no,,Stenacron,Stenacron
Stenacron candidum,Species,genus,yes,level of taxonomic resolution,Stenacron,Stenacron
Stenacron gildersleevei,Species,genus,yes,level of taxonomic resolution,Stenacron,Stenacron
Stenacron interpunctatum,Species,genus,yes,level of taxonomic resolution,Stenacron,Stenacron
Stenacron minnetonka,Species,genus,yes,level of taxonomic resolution,Stenacron,Stenacron
Stenacron pallidum,Species,genus,yes,level of taxonomic resolution,Stenacron,Stenacron
Stenacron/Stenonema,Genus,genus,no,,Stenacron/Stenonema,Stenacron/Stenonema
Stenelmis,Genus,genus,no,,Stenelmis,Stenelmis
Stenelmis (larvae),Genus,genus,yes,syntax,Stenelmis,Stenelmis
Stenelmis antennalis,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis bicarinata,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis concinna,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis crenata,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis decorata,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis grossa,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis lateralis,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis mera,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis mirabilis,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis morsei,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis musgravei,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis sandersoni,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis sexlineata,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenelmis xylonastis,Species,genus,yes,level of taxonomic resolution,Stenelmis,Stenelmis
Stenochironomus,Genus,genus,no,,Stenochironomus,Stenochironomus
Stenochironomus hilaris,Species,genus,yes,level of taxonomic resolution,Stenochironomus,Stenochironomus
Stenochironomus poecilopterus,Species,genus,yes,level of taxonomic resolution,Stenochironomus,Stenochironomus
Stenochironomus/Xestochironomus,Genus,genus,no,,Stenochironomus/Xestochironomus,Stenochironomus/Xestochironomus
Stenonema,Genus,genus,no,,Stenonema,Stenonema
Stenonema bednariki,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema exiguum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema femoratum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema ithaca,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema mediopunctatum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema meririvulanum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema mexicanum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema modestum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema modestum/smithae,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema pulchellum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema smithae,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema terminatum,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenonema vicarium,Species,genus,yes,level of taxonomic resolution,Stenonema,Stenonema
Stenus,Genus,genus,no,,Stenus,Stenus
Stictochironomus,Genus,genus,no,,Stictochironomus,Stictochironomus
Stictotarsus,Genus,genus,no,,Stictotarsus,Stictotarsus
Stilobezzia,Genus,genus,no,,Stilobezzia,Stilobezzia
Stilobezzia uncinata,Species,genus,yes,level of taxonomic resolution,Stilobezzia,Stilobezzia
Stilocladius,Genus,genus,no,,Stilocladius,Stilocladius
Stilocladius clinopecten,Species,genus,yes,level of taxonomic resolution,Stilocladius,Stilocladius
Stratiomyidae,Family,genus,no,,Stratiomyidae,Stratiomyidae
Stratiomys,Genus,genus,no,,Stratiomys,Stratiomys
Stygobromus,Genus,genus,no,,Stygobromus,Stygobromus
Stygothrombiidae,Family,subclass,yes,level of taxonomic resolution,Acari,Acari
Stygothrombium,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Stylaria,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Stylaria lacustris,Species,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Stylogomphus,Genus,genus,no,,Stylogomphus,Stylogomphus
Stylogomphus albistylus,Species,genus,yes,level of taxonomic resolution,Stylogomphus,Stylogomphus
Stylogomphus/Lanthus,Genus,genus,no,,Stylogomphus/Lanthus,Stylogomphus/Lanthus
Stylurus,Genus,genus,no,,Stylurus,Stylurus
Sublettea,Genus,genus,no,,Sublettea,Sublettea
Sublettea coffmani,Species,genus,yes,level of taxonomic resolution,Sublettea,Sublettea
Suphisellus,Genus,genus,no,,Suphisellus,Suphisellus
Suwallia,Genus,genus,no,,Suwallia,Suwallia
Suwallia marginata,Species,genus,yes,level of taxonomic resolution,Suwallia,Suwallia
Sweltsa,Genus,genus,no,,Sweltsa,Sweltsa
Sympetrum,Family,genus,no,,Sympetrum,Sympetrum
Sympetrum corruptum,Species,genus,yes,level of taxonomic resolution,Sympetrum,Sympetrum
Sympetrum costiferum,Species,genus,yes,level of taxonomic resolution,Sympetrum,Sympetrum
Sympetrum obstrusum,Species,genus,yes,level of taxonomic resolution,Sympetrum,Sympetrum
Sympetrum semicinctum,Species,genus,yes,level of taxonomic resolution,Sympetrum,Sympetrum
Sympetrum vicinum,Species,genus,yes,level of taxonomic resolution,Sympetrum,Sympetrum
Symposiocladius,Genus,genus,no,,Symposiocladius,Symposiocladius
Symposiocladius lignicola,Species,genus,yes,level of taxonomic resolution,Symposiocladius,Symposiocladius
Sympotthastia,Genus,genus,no,,Sympotthastia,Sympotthastia
Synclita,Genus,genus,no,,Synclita,Synclita
Synorthocladius,Genus,genus,no,,Synorthocladius,Synorthocladius
Synurella,Genus,genus,no,,Synurella,Synurella
Syrphidae,Family,genus,no,,Syrphidae,Syrphidae
Tabanidae,Family,genus,no,,Tabanidae,Tabanidae
Tabanus,Genus,genus,no,,Tabanus,Tabanus
Tabanus villosulus,Species,genus,yes,level of taxonomic resolution,Tabanus,Tabanus
Tabanus/Atylotus,Genus,genus,no,,Tabanus/Atylotus,Tabanus/Atylotus
Taenionema,Genus,genus,no,,Taenionema,Taenionema
Taenionema atlanticum,Species,genus,yes,level of taxonomic resolution,Taenionema,Taenionema
Taeniopterygidae,Family,genus,no,,Taeniopterygidae,Taeniopterygidae
Taeniopteryx,Genus,genus,no,,Taeniopteryx,Taeniopteryx
Tallaperla,Genus,genus,no,,Tallaperla,Tallaperla
Tanyderidae,Family,genus,no,,Tanyderidae,Tanyderidae
Tanypodinae,Subfamily,genus,no,,Tanypodinae,Tanypodinae
Tanypus,Genus,genus,no,,Tanypus,Tanypus
Tanytarsini,Tribe,genus,no,,Tanytarsini,Tanytarsini
Tanytarsus,Genus,genus,no,,Tanytarsus,Tanytarsus
Tanytarsus curticornis,Species,genus,yes,level of taxonomic resolution,Tanytarsus,Tanytarsus
Tanytarsus mendax,Species,genus,yes,level of taxonomic resolution,Tanytarsus,Tanytarsus
Taphromysis,Genus,genus,yes,level of taxonomic resolution,Manayunkia,Manayunkia
Telmatoscopus,Genus,genus,no,,Telmatoscopus,Telmatoscopus
Teloganopsis,Genus,genus,no,,Teloganopsis,Teloganopsis
Teloganopsis deficiens,Species,genus,yes,level of taxonomic resolution,Teloganopsis,Teloganopsis
Telopelopia,Genus,genus,no,,Telopelopia,Telopelopia
Telopelopia okoboji,Species,genus,yes,level of taxonomic resolution,Telopelopia,Telopelopia
Testudacarus,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Tetragoneuria,Genus,genus,no,,Tetragoneuria,Tetragoneuria
Tetrastemmatidae,Family,phylum,no,,Tetrastemmatidae,Tetrastemmatidae
Theliopsyche,Genus,genus,no,,Theliopsyche,Theliopsyche
Theliopsyche melas,Species,genus,yes,level of taxonomic resolution,Theliopsyche,Theliopsyche
Thermonectus,Genus,genus,no,,Thermonectus,Thermonectus
Thermonectus nigrofasciatus,Species,genus,yes,level of taxonomic resolution,Thermonectus,Thermonectus
Thienemannia,Genus,genus,no,,Thienemannia,Thienemannia
Thienemanniella,Genus,genus,no,,Thienemanniella,Thienemanniella
Thienemanniella similis,Species,genus,yes,level of taxonomic resolution,Thienemanniella,Thienemanniella
Thienemanniella xena,Species,genus,yes,level of taxonomic resolution,Thienemanniella,Thienemanniella
Thienemannimyia,Genus,genus,no,,Thienemannimyia,Thienemannimyia
Thienemannimyia Gr.,Genus,genus,yes,syntax,Thienemannimyia,Thienemannimyia
Thienemannimyia senata,Species,genus,yes,level of taxonomic resolution,Thienemannimyia,Thienemannimyia
Thornia,Genus,phylum,yes,level of taxonomic resolution,Nematoda,Nematoda
Thremmatidae,Family,genus,no,,Thremmatidae,Thremmatidae
Timpanoga,Genus,genus,no,,Timpanoga,Timpanoga
Tipula,Genus,genus,no,,Tipula,Tipula
Tipulidae,Family,genus,no,,Tipulidae,Tipulidae
Tipuloidea,Superfamily,genus,no,,Tipuloidea,Tipuloidea
Tokunagaia,Genus,genus,no,,Tokunagaia,Tokunagaia
Torrenticola,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Torrenticolidae,Family,subclass,yes,level of taxonomic resolution,Acari,Acari
Tortopus,Genus,genus,no,,Tortopus,Tortopus
Tortricidae,Family,genus,no,,Tortricidae,Tortricidae
Traverella,Genus,genus,no,,Traverella,Traverella
Trepaxonemata,Subclass,class,no,,Trepaxonemata,Trepaxonemata
Trepobates,Genus,genus,no,,Trepobates,Trepobates
Trepobates inermis,Species,genus,yes,level of taxonomic resolution,Trepobates,Trepobates
Trepobatinae,Subfamily,genus,no,,Trepobatinae,Trepobatinae
Triaenodes,Genus,genus,no,,Triaenodes,Triaenodes
Triaenodes ignitus,Species,genus,yes,level of taxonomic resolution,Triaenodes,Triaenodes
Triaenodes perna/helo,Species,genus,yes,level of taxonomic resolution,Triaenodes,Triaenodes
Triaenodes/Mystacides,Genus,genus,no,,Triaenodes/Mystacides,Triaenodes/Mystacides
Tribelos,Genus,genus,no,,Tribelos,Tribelos
Tribelos jucundus,Species,genus,yes,level of taxonomic resolution,Tribelos,Tribelos
Trichoclinocera,Genus,genus,no,,Trichoclinocera,Trichoclinocera
Trichocorixa,Genus,genus,no,,Trichocorixa,Trichocorixa
Trichocorixa borealis,Species,genus,yes,level of taxonomic resolution,Trichocorixa,Trichocorixa
Trichoptera,Order,genus,no,,Trichoptera,Trichoptera
Tricladida,Order,class,yes,level of taxonomic resolution,Turbellaria,Turbellaria
Tricorythodes,Genus,genus,no,,Tricorythodes,Tricorythodes
Tricorythodes/Caenis,Genus,genus,no,,Tricorythodes/Caenis,Tricorythodes/Caenis
Trissopelopia,Genus,genus,no,,Trissopelopia,Trissopelopia
Trissopelopia ogemawi,Species,genus,yes,level of taxonomic resolution,Trissopelopia,Trissopelopia
Trombidiformes,Order,subclass,yes,level of taxonomic resolution,Acari,Acari
Tropisternus,Genus,genus,no,,Tropisternus,Tropisternus
Tropisternus glaber,Species,genus,yes,level of taxonomic resolution,Tropisternus,Tropisternus
Tropisternus lateralis,Species,genus,yes,level of taxonomic resolution,Tropisternus,Tropisternus
Tropisternus mixtus,Species,genus,yes,level of taxonomic resolution,Tropisternus,Tropisternus
Tubifex,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Tubifex tubifex,Species,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Tubificidae,Family,class,no,,Tubificidae,Tubificidae
Tubificina,SubOrder,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Tubificinae,SubFamily,class,no,,Tubificinae,Tubificinae
Turbellaria,Class,class,no,,Turbellaria,Turbellaria
"Turbellaria***retired***use Catenulida (Platyhelminthes), Acoelomorpha, Rhabditophora",Class,class,yes,syntax,Turbellaria,Turbellaria
Tvetenia,Genus,genus,no,,Tvetenia,Tvetenia
Tvetenia bavarica,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia bavarica Gr.,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia bavarica group,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia calvescens,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia discoloripes,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia discoloripes Gr.,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia paucunca,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tvetenia vitracies,Species,genus,yes,level of taxonomic resolution,Tvetenia,Tvetenia
Tyrrellia,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Uenoidae,Family,genus,no,,Uenoidae,Uenoidae
Ulomorpha,Genus,genus,no,,Ulomorpha,Ulomorpha
Uncinais,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Unionacea,Family,genus,no,,Unionacea,Unionacea
Unionicola,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Unionicolidae,Family,subclass,yes,level of taxonomic resolution,Acari,Acari
Unionidae,Family,genus,no,,Unionidae,Unionidae
Unniella,Genus,genus,no,,Unniella,Unniella
Unniella multivirga,Species,genus,yes,level of taxonomic resolution,Unniella,Unniella
Uranotaenia,Genus,genus,no,,Uranotaenia,Uranotaenia
Uranotaenia sapphirina,Species,genus,yes,level of taxonomic resolution,Uranotaenia,Uranotaenia
Uvarus,Genus,genus,no,,Uvarus,Uvarus
Valvata,Genus,genus,no,,Valvata,Valvata
Valvata bicarinata,Species,genus,yes,level of taxonomic resolution,Valvata,Valvata
Valvata lewisi,Species,genus,yes,level of taxonomic resolution,Valvata,Valvata
Valvata tricarinata,Species,genus,yes,level of taxonomic resolution,Valvata,Valvata
Valvatidae,Family,genus,no,,Valvatidae,Valvatidae
Varichaetadrilus,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Vejdovskyella,Genus,subclass,yes,level of taxonomic resolution,Oligochaeta,Oligochaeta
Veliidae,Family,genus,no,,Veliidae,Veliidae
Veneroida,Order,genus,no,,Veneroida,Veneroida
Viviparidae,Family,genus,no,,Viviparidae,Viviparidae
Viviparus,Genus,genus,no,,Viviparus,Viviparus
Wandesia,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Wettina,Genus,subclass,yes,level of taxonomic resolution,Acari,Acari
Wiedemannia,Genus,genus,no,,Wiedemannia,Wiedemannia
Wormaldia,Genus,genus,no,,Wormaldia,Wormaldia
Xenochironomus,Genus,genus,no,,Xenochironomus,Xenochironomus
Xenochironomus xenolabis,Species,genus,yes,level of taxonomic resolution,Xenochironomus,Xenochironomus
Xestochironomus,Genus,genus,no,,Xestochironomus,Xestochironomus
Xylotopus,Genus,genus,no,,Xylotopus,Xylotopus
Xylotopus par,Species,genus,yes,level of taxonomic resolution,Xylotopus,Xylotopus
Ylodes,Genus,genus,no,,Ylodes,Ylodes
Yugus,Genus,genus,no,,Yugus,Yugus
Yugus/Dirua,Genus,genus,yes,misspelling,Yugus/Diura,Yugus/Diura
Yugus/Diura,Genus,genus,no,,Yugus/Diura,Yugus/Diura
Zaitzevia,Genus,genus,no,,Zaitzevia,Zaitzevia
Zalutschia,Genus,genus,no,,Zalutschia,Zalutschia
Zapada,Genus,genus,no,,Zapada,Zapada
Zavrelia,Genus,genus,no,,Zavrelia,Zavrelia
Zavreliella,Genus,genus,no,,Zavreliella,Zavreliella
Zavreliella marmorata,Species,genus,yes,level of taxonomic resolution,Zavreliella,Zavreliella
Zavrelimyia,Genus,genus,no,,Zavrelimyia,Zavrelimyia
Zumatrichia,Genus,genus,no,,Zumatrichia,Zumatrichia
Zygoptera,SubOrder,genus,no,,Zygoptera,Zygoptera
Sigara johnstoni,Species,genus,yes,level of taxonomic resolution,Sigara,Sigara
Stagnicola elodes,Species,genus,yes,level of taxonomic resolution,Stagnicola,Stagnicola
Caenis  youngi,Species,genus,yes,"two spaces between words, level of taxonomic resolution",Caenis,Caenis
