Taxon_orig,Rationale,OTU_MetricCalc,OTU_BCG_ORWA,OTU_BCG_ORWA_worms
Serratella,,Ephemerellidae,Ephemerellidae,Ephemerellidae
Serratella levis,,Serratella levis,Serratella levis,Serratella levis
Serratella micheneri,,Serratella micheneri,Serratella micheneri,Serratella micheneri
Serratella teresa,Single species in Genus,Matriella teresa,Matriella teresa,Matriella teresa
Serratella tibialis,S. tibialis was placed in Ephemerella (2008),Ephemerella tibialis,Ephemerella tibialis,Ephemerella tibialis
Serromyia,,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Setvena,,Setvena,Setvena,Setvena
Setvena bradleyi,,Setvena,Setvena,Setvena
Setvena tibialis,????  BAD ID?????,DNI,DNI,DNI
Sialidae,Protosialis-is more eastern,Sialis,Sialis,Sialis
Sialis,,Sialis,Sialis,Sialis
Sialis californica,,Sialis,Sialis,Sialis
Sialis occidens,,Sialis,Sialis,Sialis
Sialis rotunda,,Sialis,Sialis,Sialis
Sida,Cladocera excluded,DNI,DNI,DNI
Sierraperla,single species in Genus,Sierraperla,Sierraperla,Sierraperla
Sierraperla cora,single species in Genus,Sierraperla,Sierraperla,Sierraperla
Sigara,"NonTarget - Hemiptera, water column or surface dwellers",Sigara,Sigara,Sigara
Silvius,,Tabanidae,Tabanidae,Tabanidae
Simnia,Marine,DNI,DNI,DNI
Simocephalus vetulus,Cladocera excluded,DNI,DNI,DNI
Simuliidae,,Simuliidae,Simuliidae,Simuliidae
Simuliidae-pupae,,Simuliidae,Simuliidae,Simuliidae
Simuliini,,Simuliidae,Simuliidae,Simuliidae
Simulium,,Simulium,Simulium,Simulium
Simulium (Eusimulium),,Simulium,Simulium,Simulium
Simulium (Nevermannia),,Simulium,Simulium,Simulium
Simulium arcticum,,Simulium,Simulium,Simulium
Simulium arcticum complex,,Simulium,Simulium,Simulium
Simulium arcticum group,,Simulium,Simulium,Simulium
Simulium argus,,Simulium,Simulium,Simulium
Simulium bivittatum group,,Simulium,Simulium,Simulium
Simulium canadense,,Simulium,Simulium,Simulium
Simulium carbunculum,,Simulium,Simulium,Simulium
Simulium defoliarti,,Simulium,Simulium,Simulium
Simulium Malyschevi Group,,Simulium,Simulium,Simulium
Simulium piperi,,Simulium,Simulium,Simulium
Simulium pugetense,,Simulium,Simulium,Simulium
Simulium saxosum,,Simulium,Simulium,Simulium
Simulium tuberosum complex,,Simulium,Simulium,Simulium
Simulium tuberosum group,,Simulium,Simulium,Simulium
Simulium venustum,,Simulium,Simulium,Simulium
Simulium Venustum Group,,Simulium,Simulium,Simulium
Simulium virgatum,,Simulium,Simulium,Simulium
Simulium vittatum complex,,Simulium,Simulium,Simulium
Simulium vittatum group,,Simulium,Simulium,Simulium
Simyra,Lot of these are terrestrial,DNI,DNI,DNI
Sinotipula,,Tipulidae,Tipulidae,Tipulidae
Siphlonuridae,,Siphlonuridae,Siphlonuridae,Siphlonuridae
Siphlonurus,,Siphlonurus,Siphlonurus,Siphlonurus
Sisko,Dolophilodes oregona and Dolophilodes sisko have been transferred to Sisko (Blahnik 2005); Lee 2024 has described the larvae.,Sisko,Sisko,Sisko
Sisyra,I tend to exclude these,Sisyridae,Sisyridae,Sisyridae
Sisyridae,I tend to exclude these,Sisyridae,Sisyridae,Sisyridae
Skenea,Marine,DNI,DNI,DNI
Skwala,,Skwala,Skwala,Skwala
Skwala americana,,Skwala,Skwala,Skwala
Skwala curvata,,Skwala,Skwala,Skwala
Slavina,monotypic,Slavina appendiculata,Oligochaeta,Naidinae
Slavina appendiculata,monotypic,Slavina appendiculata,Oligochaeta,Naidinae
Smicridea,,Smicridea,Smicridea,Smicridea
Smittia,,Smittia,Smittia,Smittia
Soliperla,,Soliperla,Soliperla,Soliperla
Somatochlora,,Corduliidae,Corduliidae,Corduliidae
Soyedina,,Soyedina,Soyedina,Soyedina
Sparganophilidae,Terrestrial,DNI,DNI,DNI
Specaria,,Specaria,Oligochaeta,Naidinae
Sperchon,,Sperchon,Sperchon,Sperchon
Sperchon/Sperchonopsis,,Sperchontidae,Sperchontidae,Sperchontidae
Sperchonidae,,Sperchontidae,Sperchontidae,Sperchontidae
Sperchonopsis,,Sperchonopsis,Sperchonopsis,Sperchonopsis
Sperchontidae,,Sperchontidae,Sperchontidae,Sperchontidae
Sperchopsis,,Hydrophilidae,Hydrophilidae,Hydrophilidae
Sphaeridiinae,Terrestrial beetles,DNI,DNI,DNI
Sphaeriidae,,Sphaeriidae,Sphaeriidae,Sphaeriidae
Sphaerium,nomenclature,Musculium/Sphaerium,Musculium/Sphaerium,Musculium/Sphaerium
Sphaeroceridae,Terrestrial,DNI,DNI,DNI
Sphaerodoridae,Polychaeta excluded,DNI,DNI,DNI
Sphaeromatidae,only genus in mostly marine family that occurs in PNW coastal streams and rivers,Gnorimosphaeroma,Gnorimosphaeroma,Gnorimosphaeroma
Sphaeromias,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Spirosperma,,Spirosperma,Oligochaeta,Tubificinae
Spirosperma nikolskyi,,Spirosperma,Oligochaeta,Tubificinae
Spongillidae,Porifera excluded,DNI,DNI,DNI
Stactobiella,,Stactobiella,Stactobiella,Stactobiella
Stagnicola,,Lymnaeidae,Lymnaeidae,Lymnaeidae
Staphylinidae,Terrestrial,DNI,DNI,DNI
Stegopterna,,Stegopterna,Stegopterna,Stegopterna
Stempellina,,Stempellina,Stempellina,Stempellina
Stempellinella,,Stempellinella,Stempellinella,Stempellinella
Stempellinella/Zavrelia,,Tanytarsini,Tanytarsini,Tanytarsini
Stenacron,,Stenacron,Stenacron,Stenacron
Stenelmis,,Stenelmis,Stenelmis,Stenelmis
Stenochironomus,,Stenochironomus,Stenochironomus,Stenochironomus
Stenonema,,Maccaffertium,Maccaffertium,Maccaffertium
Stenonema terminatum,,Maccaffertium,Maccaffertium,Maccaffertium
Stephensoniana,to match OTUs,Stephensoniana,Oligochaeta,Oligochaeta
Stictochironomus,,Stictochironomus,Stictochironomus,Stictochironomus
Stictocladius,,Stictocladius,Stictocladius,Stictocladius
Stictotarsus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Stictotarsus griseostriatus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Stictotarsus striatellus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Stictotarsus/Boreonectes,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Stilobezzia,Too Many unknown Genera,Ceratopogoninae,Ceratopogoninae,Ceratopogoninae
Stilocladius,,Stilocladius,Stilocladius,Stilocladius
Stratiomyidae,,Stratiomyidae,Stratiomyidae,Stratiomyidae
Stratiomys,,Stratiomyidae,Stratiomyidae,Stratiomyidae
Stygobromus,,Stygobromus,Stygobromus,Stygobromus
Stygomomonia,,Stygomomonia,Stygomomonia,Stygomomonia
Stygonyx courtneyi,,Stygonyx courtneyi,Stygonyx courtneyi,Stygonyx courtneyi
Stygoporus,"Monotypic. A single species Stygoporus oregonensis is known from the Corvallis, OR area from shallow wells. Unlikely to be found in biomonitoring samples.",Stygoporus,Stygoporus,Stygoporus
Stygothrombidiidae,spelling and formatting,Stygothrombiidae,Stygothrombiidae,Stygothrombiidae
Stygothrombiidae,spelling and formatting,Stygothrombiidae,Stygothrombiidae,Stygothrombiidae
Stygothrombium,,Stygothrombium,Stygothrombium,Stygothrombium
Stylaria,,Stylaria,Oligochaeta,Naidinae
Stylaria lacustris,,Stylaria,Oligochaeta,Naidinae
Stylodrilus,,Stylodrilus,Oligochaeta,Lumbriculidae
Stylodrilus heringianus,,Stylodrilus,Oligochaeta,Lumbriculidae
Stylurus,,Stylurus olivaceus,Stylurus,Stylurus
Stylurus olivaceus,Other species may be present in the PNW. Roll up to genus.,Stylurus olivaceus,Stylurus,Stylurus
Sublettea,,Sublettea,Sublettea,Sublettea
Sublettea coffmani,,Sublettea,Sublettea,Sublettea
Superatus,,Superatus,Superatus,Superatus
Suphisellus,,Suphisellus,Suphisellus,Suphisellus
Suwallia,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia
Suwallia autumna,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia
Suwallia forcipata,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia
Suwalliini,,Neaviperla/Suwallia,Neaviperla/Suwallia,Neaviperla/Suwallia
Sweltsa,"nomenclature. Gaufinia Stark and Baumann, 2021 (new genus)",Gaufina/Sweltsa,Gaufina/Sweltsa,Gaufina/Sweltsa
Sweltsa adamantea,"nnomenclature. Gaufinia Stark and Baumann, 2021 (new genus)",Gaufina/Sweltsa,Gaufina/Sweltsa,Gaufina/Sweltsa
Sylvius,,Sylvius,Sylvius,Sylvius
Symbiocladius,,Symbiocladius,Symbiocladius,Symbiocladius
Sympetrum,,Libellulidae,Libellulidae,Libellulidae
Symplecta,best to leave at family,Limoniidae,Limoniidae,Limoniidae
Symplectra,spelling error,Limoniidae,Limoniidae,Limoniidae
Sympotthastia,,Sympotthastia,Sympotthastia,Sympotthastia
Syncaris,,Syncaris,Syncaris,Syncaris
Syndiamesa,,Syndiamesa,Syndiamesa,Syndiamesa
Synendotendipes,,Synendotendipes,Synendotendipes,Synendotendipes
Synorthocladius,,Synorthocladius,Synorthocladius,Synorthocladius
Syrphidae,,Syrphidae,Syrphidae,Syrphidae
Tabanidae,,Tabanidae,Tabanidae,Tabanidae
Tabanus,,Tabanidae,Tabanidae,Tabanidae
Taenionema,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taenionema californicum,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taenionema pallidum,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taeniopterygidae,,Taeniopterygidae,Taeniopterygidae,Taeniopterygidae
Taeniopteryx,,Taeniopteryx,Taeniopteryx,Taeniopteryx
Taeniopteryx nivalis,,Taeniopteryx,Taeniopteryx,Taeniopteryx
Talitridae,,Hyalella,Hyalella,Hyalella
Tanyderidae,,Tanyderidae,Tanyderidae,Tanyderidae
Tanypodinae,,Tanypodinae,Tanypodinae,Tanypodinae
Tanypteryx hageni,,Tanypteryx hageni,Tanypteryx hageni,Tanypteryx hageni
Tanypus,,Tanypus,Tanypus,Tanypus
Tanytarsini,,Tanytarsini,Tanytarsini,Tanytarsini
Tanytarsus,,Tanytarsus,Tanytarsus,Tanytarsus
Tardigrada,by convention not included in benthic data sets because of small size <<500 micron,Tardigrada,Tardigrada,Tardigrada
Tarebia granifera,,Tarebia granifera,Tarebia granifera,Tarebia granifera
Tartarothyas,,Tartarothyas,Tartarothyas,Tartarothyas
Tasserkidrilus,,Tasserkidrilus,Oligochaeta,Oligochaeta
Telmatodrilus vejdovskyi,,Telmatodrilus vejdovskyi,Oligochaeta,Oligochaeta
Telmatogeton,,Telmatogeton,Telmatogeton,Telmatogeton
Telmatogetoninae,Telmatogeton only genus in the PNW,Telmatogeton,Telmatogeton,Telmatogeton
Telopelopia,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Tenebrionidae,Terrestrial,DNI,DNI,DNI
Testudacarus,,Testudacarus,Testudacarus,Testudacarus
Teutonia,,Teutonia,Teutonia,Teutonia
Thaumalea,,Thaumaleidae,Thaumaleidae,Thaumaleidae
Thaumaleidae,,Thaumaleidae,Thaumaleidae,Thaumaleidae
Thermonectus,,Dytiscidae,Dytiscidae,Dytiscidae
Theromyzon,,Glossiphoniidae,Glossiphoniidae,Glossiphoniidae
Thiaridae,,Thiaridae,Thiaridae,Thiaridae
Thienemannia,,Thienemannia,Thienemannia,Thienemannia
Thienemannia gracilis,,Thienemannia,Thienemannia,Thienemannia
Thienemanniella,,Thienemanniella,Thienemanniella,Thienemanniella
Thienemannimyia,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia complex,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Genus Gr.,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia gr.,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Gr.,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia group,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia Group,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemannimyia senata,These should all have been Group,Thienemannimyia Group,Thienemannimyia Group,Thienemannimyia Group
Thienemanniola,,Chironomidae,Chironomidae,Chironomidae
Thraulodes,"This speciose genus is primarily SW U.S. and Neotropical in distribution. Mayfly Central lists Thraulodes gonzalesi Traver & Edmunds, 1967 as occurring in western North America north of AZ/NM, but we are not aware of any verified records from the PNW. It",Thraulodes,Thraulodes,Thraulodes
Thremmatidae,,Thremmatidae,Thremmatidae,Thremmatidae
Thyas,nomenclature,Parathyas,Parathyas,Parathyas
Thyasidae,,Hydryphantidae,Hydryphantidae,Hydryphantidae
Thyopsella,,Thyopsella,Thyopsella,Thyopsella
Thyopsis,,Thyopsis,Thyopsis,Thyopsis
Timpanoga,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba
Timpanoga hecuba,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba
Timpanoga hecuba hecuba,Single species in Genus,Timpanoga hecuba,Timpanoga hecuba,Timpanoga hecuba
Timpanoginae,,Timpanoginae,Timpanoga hecuba,Timpanoga hecuba
Tinodes,,Tinodes,Tinodes,Tinodes
Tiphys,,Tiphys,Tiphys,Tiphys
Tipula,,Tipula,Tipula,Tipula
Tipula (Tipula),,Tipula,Tipula,Tipula
Tipula arnaudi,,Tipula,Tipula,Tipula
Tipula dis,,Tipula,Tipula,Tipula
Tipulidae,,Tipulidae,Tipulidae,Tipulidae
Tipulidae sp. MAA#01,,Tipulidae,Tipulidae,Tipulidae
Tipulidae sp. MAA#02,,Tipulidae,Tipulidae,Tipulidae
Tipulidae/Limoniidae/Pedicidiidae/Cylindrotomidae,,Nematocera,Nematocera,Nematocera
Tipuloidea,,Nematocera,Nematocera,Nematocera
Todothyas,nomenclature,Parathyas,Parathyas,Parathyas
Tokunagaia,,Tokunagaia,Tokunagaia,Tokunagaia
Torrenticola,,Torrenticola,Torrenticola,Torrenticola
Torrenticolidae,,Torrenticolidae,Torrenticolidae,Torrenticolidae
Tramea,,Libellulidae,Libellulidae,Libellulidae
Traverella,,Traverella,Traverella,Traverella
Traverella albertana,,Traverella,Traverella,Traverella
Trepaxonemata,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Trepobates,"NonTarget - Hemiptera, water column or surface dwellers",Trepobates,Trepobates,Trepobates
Triaenodes,,Triaenodes,Triaenodes,Triaenodes
Tribelos,,Tribelos,Tribelos,Tribelos
Tribelos jucundus,,Tribelos,Tribelos,Tribelos
Trichochilus,,Trichochilus,Trichochilus,Trichochilus
Trichoclinocera,,Clinocera/Trichoclinocera,Clinocera/Trichoclinocera,Clinocera/Trichoclinocera
Trichocorixa,"NonTarget - Hemiptera, water column or surface dwellers",Trichocorixa,Trichocorixa,Trichocorixa
Trichoptera,TOO COARSE,Trichoptera,Trichoptera,Trichoptera
Trichoptera sp. AJF#01,TOO COARSE,Trichoptera,Trichoptera,Trichoptera
Trichoptera sp. AJF#02,TOO COARSE,Trichoptera,Trichoptera,Trichoptera
Trichotanypus,,Trichotanypus,Trichotanypus,Trichotanypus
Trichotipula,Subgenus of Tipula,Tipula,Tipula,Tipula
Tricladida,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Tricorythodes,,Tricorythodes,Tricorythodes,Tricorythodes
Tricorythodes explicatus,,Tricorythodes,Tricorythodes,Tricorythodes
Tricorythodes minutus,,Tricorythodes,Tricorythodes,Tricorythodes
Tricyphona,best to leave at family,Pediciidae,Pediciidae,Pediciidae
Triogma,,Triogma,Triogma,Triogma
Trissocladius,Larvae are very similar to Hydrobaenus (see Andersen et al. 2013 comments). Not used in Merritt et al 2019,Trissocladius,Trissocladius,Trissocladius
Trissopelopia,,Trissopelopia,Trissopelopia,Trissopelopia
Triznaka,,Chloroperlidae,Chloroperlidae,Chloroperlidae
Trombidiformes,,Trombidiformes,Trombidiformes,Trombidiformes
Tropisternus,,Tropisternus,Tropisternus,Tropisternus
Truncatelloidea,,Truncatelloidea,Truncatelloidea,Truncatelloidea
Tubifex,,Tubifex,Oligochaeta,Tubificinae
Tubifex tubifex,just to bring to genus,Tubifex,Oligochaeta,Tubificinae
Tubificidae,,Tubificinae,Oligochaeta,Tubificinae
Tubificina,,Tubificinae,Oligochaeta,Tubificinae
Tubificinae,,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae,,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae with hair chaetae,,Tubificinae,Oligochaeta,Tubificinae
Tubificoid Naididae without hair chaetae,,Tubificinae,Oligochaeta,Tubificinae
Tubularia,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Turbellaria,,Platyhelminthes,Platyhelminthes,Platyhelminthes
Turbinidae,Marine,DNI,DNI,DNI
Turbo,Marine,DNI,DNI,DNI
Tvetenia,,Tvetenia,Tvetenia,Tvetenia
Tvetenia bavarica,FORMATTING,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia Bavarica Gr.,FORMATTING,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia bavarica group,FORMATTING,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia Bavarica Group,FORMATTING,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia bavarica Group,formatting,Tvetenia Bavarica Group,Tvetenia Bavarica Group,Tvetenia Bavarica Group
Tvetenia Discoloripes Gr.,FORMATTING,Tvetenia Discoloripes Group,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia discoloripes group,FORMATTING,Tvetenia Discoloripes Group,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia Discoloripes Group,FORMATTING,Tvetenia Discoloripes Group,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia paucunca,,Tvetenia,Tvetenia,Tvetenia
Tvetenia tshernovskii,FORMATTING,Tvetenia Discoloripes Group,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia vitracies,FORMATTING,Tvetenia Discoloripes Group,Tvetenia tshernovskii,Tvetenia tshernovskii
Tvetenia Vitracies Group,FORMATTING,Tvetenia Discoloripes Group,Tvetenia tshernovskii,Tvetenia tshernovskii
Twinnia,,Twinnia,Twinnia,Twinnia
Tyrrellia,,Tyrrellia,Tyrrellia,Tyrrellia
Uenoidae,,Uenoidae,Uenoidae,Uenoidae
Uenoinae,,Uenoidae,Uenoidae,Uenoidae
Ulomorpha,,Ulomorpha,Ulomorpha,Ulomorpha
Uncinais,monotypic - Uncinais uncinata,Uncinais uncinata,Oligochaeta,Naidinae
Uncinais uncinata,There is only one species in this genus,Uncinais uncinata,Oligochaeta,Naidinae
UNID'd terrestrial,Terrestrial. TOO COARSE,DNI,DNI,DNI
Unionacea,,Unionoidea,Unionoidea,Unionoidea
Unionicola,,Unionicola,Unionicola,Unionicola
Unionicolidae,,Unionicolidae,Unionicolidae,Unionicolidae
Unionida,Unionida (Order) now STE,Unionida,Unionida,Unionida
Unionidae,,Unionoidea,Unionida,Unionida
Unioninae,,Unionoidea,Unionida,Unionida
Unionoida,,Unionoidea,Unionida,Unionida
Unionoidea,,Unionoidea,Unionida,Unionida
Uromunna acarina,marine,DNI,DNI,DNI
Utacapnia,,Capniidae,Capniidae,Capniidae
Utaperla,,Paraperlinae,Paraperlinae,Paraperlinae
Utaxatax,,Utaxatax,Utaxatax,Utaxatax
Uvarus,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Uvarus subtilis,Genera within Hydroporinae in flux best to leave at subfamily,Hydroporinae,Hydroporinae,Hydroporinae
Valvata,,Valvata,Valvata,Valvata
Valvata humeralis,,Valvata,Valvata,Valvata
Valvatidae,,Valvata,Valvata,Valvata
Varichaetadrilus,,Varichaetadrilus,Oligochaeta,Tubificinae
Vejdovskyella,,Vejdovskyella,Oligochaeta,Naidinae
Veliidae,"NonTarget - Hemiptera, water column or surface dwellers",Veliidae,Veliidae,Veliidae
Veneroida,,Veneroida,Veneroida,Veneroida
Virgatanytarsus,,Tanytarsini,Tanytarsini,Tanytarsini
Visoka,Single species in Genus,Visoka cataractae,Visoka cataractae,Visoka cataractae
Visoka cataractae,Single species in Genus,Visoka cataractae,Visoka cataractae,Visoka cataractae
Vivacricotopus,,Vivacricotopus,Vivacricotopus,Vivacricotopus
Volsellacarus,,Volsellacarus,Volsellacarus,Volsellacarus
Vorticifex,,Vorticifex,Vorticifex,Vorticifex
Vorticifex effusa,,Vorticifex,Vorticifex,Vorticifex
Wandesia,,Wandesia,Wandesia,Wandesia
Wettina,,Wettina,Wettina,Wettina
Wiedemannia,,Roederiodes/Wiedemannia,Roederiodes/Wiedemannia,Roederiodes/Wiedemannia
Woolastookia,,Woolastookia,Woolastookia,Woolastookia
Wormaldia,,Wormaldia,Wormaldia,Wormaldia
Wormaldia anilla,,Wormaldia,Wormaldia,Wormaldia
Wormaldia gabriella,,Wormaldia,Wormaldia,Wormaldia
Xenochironomus,Single species in Genus,Xenochironomus xenolabis,Xenochironomus xenolabis,Xenochironomus xenolabis
Xenochironomus xenolabis,Single species in Genus,Xenochironomus xenolabis,Xenochironomus xenolabis,Xenochironomus xenolabis
Xenomomonia,,Xenomomonia,Xenomomonia,Xenomomonia
Xestochironomus,,Xestochironomus,Xestochironomus,Xestochironomus
Xylotopus,monotypic,Xylotopus,Xylotopus par,Xylotopus par
Xylotopus par,,Xylotopus,Xylotopus par,Xylotopus par
Xystonotus,,Xystonotus,Xystonotus,Xystonotus
Yamatotipula,,Tipulidae,Tipulidae,Tipulidae
Ylodes,Ylodes is jr. syn of Triaenodes,Triaenodes,Triaenodes,Triaenodes
Yoraperla,,Yoraperla,Yoraperla,Yoraperla
Yoraperla brevis,,Yoraperla,Yoraperla,Yoraperla
Yoraperla mariana,,Yoraperla mariana,Yoraperla,Yoraperla
Yoraperla nigrisoma,,Yoraperla,Yoraperla,Yoraperla
Yoraperla nigrisoma/siletz,"Yoraperla nigrosoma (Banks, 1948), Yoraperal siletz Stark and Nelson, 1994",Yoraperla nigrisoma/siletz,Yoraperla nigrisoma/siletz,Yoraperla nigrisoma/siletz
Yoraperla siletz,,Yoraperla,Yoraperla,Yoraperla
Yphria,monotypic,Yphria,Yphria californica,Yphria californica
Yphria californica,,Yphria,Yphria californica,Yphria californica
