Taxon orig,OTU_BCG_NortheastLakes_v1,modified_BCG,Slash,Questionable,Notes
Stauroneis lapponica,Stauroneis lapponica,no,,,
Stauroneis lauenburgiana,Stauroneis lauenburgiana,no,,,
Stauroneis leguminopsis,Stauroneis leguminopsis,no,,,
Stauroneis livingstonii Reimer,Stauroneis livingstonii,yes,,,
Stauroneis livingstonii,Stauroneis livingstonii,no,,,
Stauroneis nana,Stauroneis nana,no,,,
Stauroneis neohyalina Lange-Bertalot & Krammer,Stauroneis neohyalina,yes,,,
Stauroneis neohyalina,Stauroneis neohyalina,no,,,
Stauroneis nobilis,Stauroneis nobilis,no,,,
Stauroneis nobilis var. gracilis Kobayashi,Stauroneis nobilis var. gracilis,yes,,,
Stauroneis nobilis var. gracilis,Stauroneis nobilis var. gracilis,no,,,
Stauroneis obtusa,Stauroneis obtusa,no,,,
Stauroneis parathermicola Lange-Bertalot,Stauroneis parathermicola,yes,,,
Stauroneis parathermicola,Stauroneis parathermicola,no,,,
Stauroneis phoenicenteron (Nitzsch) Ehrenberg,Stauroneis phoenicenteron,yes,,,
Stauroneis phoenicenteron,Stauroneis phoenicenteron,no,,,
Stauroneis phoenicenteron fo. gracilis,Stauroneis phoenicenteron f. gracilis,yes,,,
Stauroneis phoenicenteron f. gracilis,Stauroneis phoenicenteron f. gracilis,no,,,
Stauroneis phoenicenteron var. gracilis,Stauroneis phoenicenteron var. gracilis,no,,,
Stauroneis pikuni,Stauroneis pikuni,no,,,
Stauroneis producta,Stauroneis producta,no,,,
Stauroneis rex,Stauroneis rex,no,,,
Stauroneis siberica,Stauroneis siberica,no,,,
Stauroneis smithii,Stauroneis smithii,no,,,
Stauroneis smithii var. incisa Pantocsek,Stauroneis smithii var. incisa,yes,,,
Stauroneis smithii var. incisa,Stauroneis smithii var. incisa,no,,,
Stauroneis sp. 1 NE Lakes,Stauroneis sp. 1 NE Lakes,no,,,
Stauroneis sp. 1 VTEC Lakes,Stauroneis sp. 1 VTEC Lakes,no,,,
Stauroneis sp. 2 VTEC Lakes,Stauroneis sp. 2 VTEC Lakes,no,,,
Stauroneis sp. 3 NE Lakes,Stauroneis sp. 3 NE Lakes,no,,,
Stauroneis sp. 5 NE Lakes,Stauroneis sp. 5 NE Lakes,no,,,
Stauroneis sp. 6 NE Lakes,Stauroneis sp. 6 NE Lakes,no,,,
Stauroneis sp. 8 NAWQA DW,Stauroneis sp. 8 NAWQA DW,no,,,
Stauroneis staurolineata Reimer,Stauroneis staurolineata,yes,,,
Stauroneis staurolineata,Stauroneis staurolineata,no,,,
Stauroneis stodderi,Stauroneis stodderi,no,,,
Stauroneis subborealis,Stauroneis subborealis,no,,,
Stauroneis subgracilis,Stauroneis subgracilis,no,,,
Stauroneis supergracilis,Stauroneis supergracilis,no,,,
Stauroneis thermicola,Stauroneis thermicola,no,,,
Staurophora sp. 1 NE Lakes,Staurophora sp. 1 NE Lakes,no,,,
Staurophora sp. 2 NE Lakes,Staurophora sp. 2 NE Lakes,no,,,
Staurosira sp. 3 ?,Staurosira,yes,,,
Staurosira sp. 2 ?,Staurosira,yes,,,
Staurosira sp. 1 ?,Staurosira,yes,,,
Staurosira sp.,Staurosira,yes,,,
Staurosira,Staurosira,no,,,
Fragilaria construens var. binodis,Staurosira binodis,yes,,,
Staurosira construens Ehrenberg,Staurosira construens,yes,,,
Staurosira construens,Staurosira construens,no,,,
Fragilaria construens,Staurosira construens,yes,,,
Staurosira construens var. binodis,Staurosira construens var. binodis,no,,,
Staurosira binodis (Ehrenberg) Lange-Bertalot,Staurosira construens var. binodis,yes,,,
Staurosira binodis,Staurosira construens var. binodis,yes,,,
Staurosira construens var. exigua,Staurosira construens var. exigua,no,,,
Staurosira construens var. pumila,Staurosira construens var. pumila,no,,,
Fragilaria construens var. pumila,Staurosira construens var. pumila,yes,,,
Staurosira construens var. subsalina,Staurosira construens var. subsalina,no,,,
Staurosira venter,Staurosira construens var. venter,yes,,,
Staurosira construens var. venter (Ehrenberg) Hamilton,Staurosira construens var. venter,yes,,,
Staurosira construens var. venter,Staurosira construens var. venter,no,,,
Fragilaria construens var. venter,Staurosira construens var. venter,yes,,,
Fragilaria cf. construens var. venter,Staurosira construens var. venter,yes,,,
Staurosira neoproducta,Staurosira neoproducta,no,,,
Fragilaria neoproducta,Staurosira neoproducta,yes,,,
Staurosira sp. 1 NE Lakes,Staurosira sp. 1 NE Lakes,no,,,
Staurosira sp. 2 NE Lakes,Staurosira sp. 2 NE Lakes,no,,,
Staurosira sp. 3 NE Lakes,Staurosira sp. 3 NE Lakes,no,,,
Staurosira sp. 4 NE Lakes,Staurosira sp. 4 NE Lakes,no,,,
Staurosira sp. 5 NE Lakes,Staurosira sp. 5 NE Lakes,no,,,
Staurosira sp. 6 NE Lakes,Staurosira sp. 6 NE Lakes,no,,,
Staurosira sp. 7 NE Lakes,Staurosira sp. 7 NE Lakes,no,,,
Staurosirella sp. 5,Staurosirella,yes,,,
Staurosirella sp. 4 ?,Staurosirella,yes,,,
Staurosirella sp. 3 ?,Staurosirella,yes,,,
Staurosirella sp. 1 ?,Staurosirella,yes,,,
Staurosirella sp.,Staurosirella,yes,,,
Staurosirella lapponica/Staurosirella pinnata,Staurosirella,yes,,,The slash group is not used in Potapova et al. 2022.
Staurosirella lapponica/S. pinnata,Staurosirella,yes,,,The slash group is not used in Potapova et al. 2022.
Staurosirella,Staurosirella,no,,,
Staurosirella berolinensis,Staurosirella berolinensis,no,,,
Staurosirella lapponica,Staurosirella lapponica,no,,,
Fragilaria pinnata var. intercedens,Staurosirella lapponica,yes,,,
Staurosirella leptostauron (Ehrenberg) Williams et Round,Staurosirella leptostauron,yes,,,
Staurosirella leptostauron,Staurosirella leptostauron,no,,,
Fragilaria leptostauron,Staurosirella leptostauron,yes,,,
Staurosirella leptostauron var. dubia,Staurosirella leptostauron var. dubia,no,,,
Fragilaria leptostauron var. dubia,Staurosirella leptostauron var. dubia,yes,,,
Staurosirella martyi,Staurosirella martyi,no,,,
Opephora martyi,Staurosirella martyi,yes,,,
Staurosirella oldenburgiana (Hustedt) Morales,Staurosirella oldenburgiana,yes,,,
Staurosirella oldenburgiana,Staurosirella oldenburgiana,no,,,
Fragilaria cf. oldenburgiana,Staurosirella oldenburgiana,yes,,,
Staurosirella pinnata (Ehrenberg) Williams et Round,Staurosirella pinnata,yes,,,
Staurosirella pinnata,Staurosirella pinnata,no,,,
Fragilaria pinnata vars.,Staurosirella pinnata,yes,,,
Fragilaria pinnata,Staurosirella pinnata,yes,,,
Staurosirella pinnata var. intercedens,Staurosirella pinnata var. intercedens,no,,,
Staurosirella pinnata var. trigona,Staurosirella pinnata var. trigona,no,,,
Staurosirella rhomboides,Staurosirella rhomboides,no,,,
Staurosirella sp. 1 NE Lakes,Staurosirella sp. 1 NE Lakes,no,,,
Staurosirella sp. 2 NE Lakes,Staurosirella sp. 2 NE Lakes,no,,,
Staurosirella sp. 3 NE Lakes,Staurosirella sp. 3 NE Lakes,no,,,
Staurosirella sp. 4 NE Lakes,Staurosirella sp. 4 NE Lakes,no,,,
Staurosirella sp. 5 NE Lakes,Staurosirella sp. 5 NE Lakes,no,,,
Staurosirella/Staurosira,Staurosirella/Staurosira,no,yes,,
Stenopterobia sp.,Stenopterobia,yes,,,
Stenopterobia,Stenopterobia,no,,,
Stenopterobia anceps,Stenopterobia anceps,no,,,
Stenopterobia baileyi,Stenopterobia baileyi,no,,,
Stenopterobia densestriata,Stenopterobia densestriata,no,,,
Stenopterobia intermedia,Stenopterobia intermedia,no,,,
Stenopterobia intermedia fo. subacuta,Stenopterobia intermedia fo. subacuta,no,,,
Stenopterobia planctonica,Stenopterobia planctonica,no,,,
Stenopterobia sp. 1 NE Lakes,Stenopterobia sp. 1 NE Lakes,no,,,
Stenopterobia sp. 2 NE Lakes,Stenopterobia sp. 2 NE Lakes,no,,,
Stenopterobia sp. 5 NE Lakes,Stenopterobia sp. 5 NE Lakes,no,,,
Stephanodiscus vestibulis,Stephanoarcus vestibulis,yes,,,
Stephanoarcus vestibulis,Stephanoarcus vestibulis,no,,,
Stephanocyclus meneghinianus,Stephanocyclus meneghinianus,no,,,
"Stephanocyclus meneghiniana (Kütz.) Kulikovskiy, Genkal and Kociolek",Stephanocyclus meneghinianus,yes,,,
Cyclotella meneghiniana var. 5 ANSP,Stephanocyclus meneghinianus,yes,,,
Cyclotella meneghiniana PLUS quillensis,Stephanocyclus meneghinianus,yes,,,
Cyclotella meneghiniana,Stephanocyclus meneghinianus,yes,,,
Stephanodiscus spp.,Stephanodiscus,yes,,,
Stephanodiscus sp. 1?,Stephanodiscus,yes,,,
Stephanodiscus sp. 1 ?,Stephanodiscus,yes,,,
Stephanodiscus,Stephanodiscus,no,,,
Stephanodiscus agassizensis,Stephanodiscus agassizensis,no,,,
Stephanodiscus alpinus Hustedt,Stephanodiscus alpinus,yes,,,
Stephanodiscus alpinus,Stephanodiscus alpinus,no,,,
Stephanodiscus astraea,Stephanodiscus astraea,no,,,
Stephanodiscus binatus,Stephanodiscus binatus,no,,,
Stephanodiscus binderanus var. oestrupii,Stephanodiscus binderanus var. oestrupii,no,,,
Stephanodiscus hantzschii,Stephanodiscus hantzschii,no,,,
Stephanodiscus hantzschii fo. tenuis (Hustedt) Håkansson et Stoermer,Stephanodiscus hantzschii f. tenuis,yes,,,
Stephanodiscus hantzschii fo. tenuis,Stephanodiscus hantzschii f. tenuis,yes,,,
Stephanodiscus hantzschii f. tenuis,Stephanodiscus hantzschii f. tenuis,no,,,
Stephanodiscus medius,Stephanodiscus medius,no,,,
Stephanodiscus minutulus (Kützing) Cleve et Möller,Stephanodiscus minutulus,yes,,,
Stephanodiscus minutulus,Stephanodiscus minutulus,no,,,
Stephanodiscus niagarae Ehrenberg,Stephanodiscus niagarae,yes,,,
Stephanodiscus niagarae,Stephanodiscus niagarae,no,,,
Stephanodiscus oregonica,Stephanodiscus oregonica,no,,,
Stephanodiscus parvus Stoermer et Håkansson,Stephanodiscus parvus,yes,,,
Stephanodiscus parvus,Stephanodiscus parvus,no,,,
Stephanodiscus sp. 1 VTEC Lakes,Stephanodiscus sp. 1 VTEC Lakes,no,,,
Stephanodiscus sp. 2 NE Lakes,Stephanodiscus sp. 2 NE Lakes,no,,,
Stephanodiscus sp. 501 NE Lakes,Stephanodiscus sp. 501 NE Lakes,no,,,
Surirella spp.,Surirella,yes,,,
Surirella sp. w-1 MAINE,Surirella,yes,,,
Surirella sp. 5 ?,Surirella,yes,,,
Surirella sp. 4 ?,Surirella,yes,,,
Surirella sp. 3 ?,Surirella,yes,,,
Surirella sp. 2 ?,Surirella,yes,,,
Surirella sp. 1?,Surirella,yes,,,
Surirella sp. 1 ?,Surirella,yes,,,
Surirella sp.,Surirella,yes,,,
Surirella,Surirella,no,,,
Surirella adumbratus,Surirella adumbratus,no,,,
Surirella amphioxys,Surirella amphioxys,no,,,
Surirella angusta Kützing,Surirella angusta,yes,,,
Surirella angusta,Surirella angusta,no,,,
Surirella angustiformis,Surirella angustiformis,no,,,
Surirella bohemica,Surirella bohemica,no,,,
Surirella brebissonii,Surirella brebissonii,no,,,
Surirella brebissonii var. kuetzingii,Surirella brebissonii var. kuetzingii,no,,,
Surirella brightwellii,Surirella brightwellii,no,,,
Surirella cruciata,Surirella cruciata,no,,,
Surirella crumena,Surirella crumena,no,,,
Surirella cuspidata,Surirella cuspidata,no,,,
Surirella delicatissima fo. tenuissima,Surirella delicatissima f. tenuissima,yes,,,
Surirella delicatissima f. tenuissima,Surirella delicatissima f. tenuissima,no,,,
Surirella delicatissima var. 1 PIRLA,Surirella delicatissima var. 1 PIRLA,no,,yes,"Not sure what var. 1 PIRLA is, but the closest I could find in Potapova et al. 2022 is Stenopterobia delicatissima, which is a homotypic synonym of Iconella delicatissima."
Surirella elegans Ehrenberg,Surirella elegans,yes,,,
Surirella elegans,Surirella elegans,no,,,
Surirella helvetica Brun,Surirella helvetica,yes,,,
Surirella helvetica,Surirella helvetica,no,,,
Surirella lacrimula,Surirella lacrimula,no,,,
Surirella linearis var. constricta,Surirella linearis var. constricta,no,,,
Surirella linearis var. helvetica,Surirella linearis var. helvetica,no,,,
Surirella minuta,Surirella minuta,no,,,
Surirella nana,Surirella nana,no,,,
Surirella ovalis,Surirella ovalis,no,,,
Surirella ovata,Surirella ovata,no,,,
Surirella papillifera,Surirella papillifera,no,,,
Surirella roba,Surirella roba,no,,,
Surirella robusta,Surirella robusta,no,,,
Surirella sp. 1 NE Lakes,Surirella sp. 1 NE Lakes,no,,,
Surirella sp. 10 NE Lakes,Surirella sp. 10 NE Lakes,no,,,
Surirella sp. 11 NE Lakes,Surirella sp. 11 NE Lakes,no,,,
Surirella sp. 2 NE Lakes,Surirella sp. 2 NE Lakes,no,,,
Surirella sp. 2 PIRLA,Surirella sp. 2 PIRLA,no,,,
Surirella sp. 3 NE Lakes,Surirella sp. 3 NE Lakes,no,,,
Surirella sp. 3 PIRLA,Surirella sp. 3 PIRLA,no,,,
Surirella sp. 4 NE Lakes,Surirella sp. 4 NE Lakes,no,,,
Surirella sp. 4 PIRLA,Surirella sp. 4 PIRLA,no,,,
Surirella sp. 6 NE Lakes,Surirella sp. 6 NE Lakes,no,,,
Surirella sp. 8 NE Lakes,Surirella sp. 8 NE Lakes,no,,,
Surirella stoermerii,Surirella stoermerii,no,,,
Surirella tenuis,Surirella tenuis,no,,,
Surirella tenuissima,Surirella tenuissima,no,,,
Surirella undulata,Surirella undulata,no,,,
Synedra spp.,Synedra,yes,,,
Synedra sp. 5 ?,Synedra,yes,,,
Synedra sp. 4 ?,Synedra,yes,,,
Synedra sp. 3 ?,Synedra,yes,,,
Synedra sp. 2 ?,Synedra,yes,,,
Synedra sp. 1 ?,Synedra,yes,,,
Synedra,Synedra,no,,,
Synedra rumpens var. familiaris,Synedra familiaris,yes,,,
Synedra familiaris,Synedra familiaris,no,,,
Synedra filiformis var. capitata,Synedra filiformis var. capitata,no,,,
Synedra filiformis var. exilis,Synedra filiformis var. exilis,no,,,
Synedra minuscula,Synedra minuscula,no,,,
Synedra nana,Synedra nana,no,,,
Synedra planktonica,Synedra planktonica,no,,,
Synedra sp. 1 NAWQA MORALES,Synedra sp. 1 NAWQA MORALES,no,,,
Synedra sp. 1 PIRLA,Synedra sp. 1 PIRLA,no,,yes,Ulnaria? (freshwater)
Synedra sp. 2 MONTANA HAGAN,Synedra sp. 2 MONTANA HAGAN,no,,,
Synedra sp. 2 NAWQA,Synedra sp. 2 NAWQA,no,,yes,are Synedra sp. 2 NAWQA and Synedra sp. 2 NAWQA MORALES the same taxon?
Synedra sp. 2 NAWQA MORALES,Synedra sp. 2 NAWQA MORALES,no,,yes,are Synedra sp. 2 NAWQA and Synedra sp. 2 NAWQA MORALES the same taxon?
Synedra sp. 5 PIRLA,Synedra sp. 5 PIRLA,no,,,
Synedra sp. 7 NAWQA MORALES,Synedra sp. 7 NAWQA MORALES,no,,,
Synedra sp. 8 NAWQA,Synedra sp. 8 NAWQA,no,,yes,are Synedra sp. 8 NAWQA and Synedra sp. 8 NAWQA MORALES the same taxon?
Synedra sp. 8 NAWQA MORALES,Synedra sp. 8 NAWQA MORALES,no,,yes,are Synedra sp. 8 NAWQA and Synedra sp. 8 NAWQA MORALES the same taxon?
Synedra subrhombica,Synedra subrhombica,no,,,
Synedra ulna var. oxyrhynchus fo. mediocontracta,Synedra ulna var. oxyrhynchus fo. mediocontracta,no,,,
Tabellaria spp.,Tabellaria,yes,,,
Tabellaria sp. 1 ?,Tabellaria,yes,,,
Tabellaria fenestrata/T. flocculosa/T. sp. 1 NE Lakes,Tabellaria,yes,,,
Tabellaria,Tabellaria,no,,,
Tabellaria fenestrata (Lyngbye) Kützing,Tabellaria fenestrata,yes,,,
Tabellaria fenestrata,Tabellaria fenestrata,no,,,
Tabellaria flocculosa (small),Tabellaria flocculosa,yes,,,
Tabellaria flocculosa (short),Tabellaria flocculosa,yes,,,
Tabellaria flocculosa (Roth) Kützing,Tabellaria flocculosa,yes,,,
Tabellaria flocculosa (long),Tabellaria flocculosa,yes,,,
Tabellaria flocculosa (large),Tabellaria flocculosa,yes,,,
Tabellaria flocculosa,Tabellaria flocculosa,no,,,
Tabellaria flocculosa strain III,Tabellaria flocculosa strain III,no,,,
"Tabellaria flocculosa (strain III, sensu Koppen)",Tabellaria flocculosa strain III,yes,,,
Tabellaria flocculosa (strain III),Tabellaria flocculosa strain III,yes,,,
Tabellaria flocculosa strain IIIp,Tabellaria flocculosa strain IIIp,no,,,
"Tabellaria flocculosa (strain IIIp, sensu Koppen)",Tabellaria flocculosa strain IIIp,yes,,,
Tabellaria flocculosa (strain IIIp),Tabellaria flocculosa strain IIIp,yes,,,
Tabellaria flocculosa strain IV,Tabellaria flocculosa strain IV,no,,,
"Tabellaria flocculosa (strain IV, sensu Koppen)",Tabellaria flocculosa strain IV,yes,,,
Tabellaria flocculosa (strain IV),Tabellaria flocculosa strain IV,yes,,,
Tabellaria flocculosa var. fenestrata,Tabellaria flocculosa var. fenestrata,no,,,
Tabellaria flocculosa var. linearis Koppen,Tabellaria flocculosa var. linearis,yes,,,
Tabellaria flocculosa var. linearis,Tabellaria flocculosa var. linearis,no,,,
Tabellaria quadriseptata sensu PIRLA pro parte,Tabellaria quadriseptata,yes,,,
Tabellaria quadriseptata sensu PIRLA,Tabellaria quadriseptata,yes,,,
Tabellaria quadriseptata,Tabellaria quadriseptata,no,,,
Tabellaria ventricosa,Tabellaria ventricosa,no,,,
Tabularia affinis var. acuminata,Tabularia affinis var. acuminata,no,,,
Synedra tabulata var. acuminata,Tabularia affinis var. acuminata,yes,,,
Tabularia fasciculata (Agardh) Williams et Round,Tabularia fasciculata,yes,,,
Tabularia fasciculata,Tabularia fasciculata,no,,,
Synedra fasciculata,Tabularia fasciculata,yes,,,
Tabularia tabulata,Tabularia tabulata,no,,,
Tetracyclus sp. 1 VTEC Lakes,Tetracyclus sp. 1 VTEC Lakes,no,,,
Thalassiosira,Thalassiosira,no,,,
Thalassiosira baltica,Thalassiosira baltica,no,,,
Thalassiosira bramaputrae,Thalassiosira bramaputrae,no,,,
Thalassiosira fluviatilis,Thalassiosira fluviatilis,no,,,
Thalassiosira lacustris,Thalassiosira lacustris,no,,,
Thalassiosira pseudonana,Thalassiosira pseudonana,no,,,
Thalassiosira visurgis,Thalassiosira visurgis,no,,,
Tryblionella sp. 1 ?,Tryblionella,yes,,,
Tryblionella,Tryblionella,no,,,
Tryblionella acuminata,Tryblionella acuminata,no,,,
Tryblionella aerophila,Tryblionella aerophila,no,,,
Tryblionella apiculata,Tryblionella apiculata,no,,,
Tryblionella brunoi (Lange-Bertalot) Cantonati & Lange-Bertalot,Tryblionella brunoi,yes,,,
Tryblionella brunoi,Tryblionella brunoi,no,,,
Tryblionella calida,Tryblionella calida,no,,,
Tryblionella coarctata,Tryblionella coarctata,no,,,
Tryblionella debilis,Tryblionella debilis,no,,,
Tryblionella gracilis,Tryblionella gracilis,no,,,
Nitzschia cf. tryblionella,Tryblionella gracilis,yes,,,
Tryblionella hungarica (Grunow) Frenguelli,Tryblionella hungarica,yes,,,
Tryblionella hungarica,Tryblionella hungarica,no,,,
Tryblionella levidensis,Tryblionella levidensis,no,,,
Tryblionella littoralis,Tryblionella littoralis,no,,,
Tryblionella plana,Tryblionella plana,no,,,
Tryblionella plana var. fennica (Hustedt) Simola,Tryblionella plana var. fennica,yes,,,
Tryblionella plana var. fennica,Tryblionella plana var. fennica,no,,,
Tryblionella salinarum,Tryblionella salinarum,no,,,
Tryblionella scalaris,Tryblionella scalaris,no,,,
Nitzschia scalaris,Tryblionella scalaris,yes,,,
Tryblionella sp. 502 NE Lakes,Tryblionella sp. 502 NE Lakes,no,,,
Ulnaria sp. 5 ?,Ulnaria,yes,,,
Ulnaria sp. 3 ?,Ulnaria,yes,,,
Ulnaria sp. 2 ?,Ulnaria,yes,,,
Ulnaria sp. 1 ?,Ulnaria,yes,,,
Ulnaria,Ulnaria,no,,,
Ulnaria acus,Ulnaria acus,no,,,
Synedra acus,Ulnaria acus,yes,,,
Ulnaria amphirhynchus,Ulnaria amphirhynchus,no,,,
Synedra ulna var. amphirhynchus,Ulnaria amphirhynchus,yes,,,
Ulnaria biceps,Ulnaria biceps,no,,,
Ulnaria capitata,Ulnaria capitata,no,,,
Synedra dilatata,Ulnaria capitata,yes,,,
Ulnaria contracta,Ulnaria contracta,no,,,
Ulnaria danica,Ulnaria danica,no,,,
Synedra ulna var. danica,Ulnaria danica,yes,,,
Ulnaria delicatissima,Ulnaria delicatissima,no,,,
Synedra delicatissima,Ulnaria delicatissima,yes,,,
Ulnaria delicatissima var. angustissima,Ulnaria delicatissima var. angustissima,no,,,
Synedra delicatissima var. angustissima,Ulnaria delicatissima var. angustissima,yes,,,
Synedra acus var. angustissima,Ulnaria delicatissima var. angustissima,yes,,,
Ulnaria goulardii,Ulnaria goulardii,no,,,
Synedra goulardi,Ulnaria goulardii,yes,,,
Ulnaria grunowii (Lange-Bertalot & S.Ulrich) Cantonati & Lange-Bertalot,Ulnaria grunowii,yes,,,
Ulnaria grunowii,Ulnaria grunowii,no,,,
Ulnaria lanceolata,Ulnaria lanceolata,no,,,
Ulnaria ramesi,Ulnaria ramesi,no,,,
Ulnaria sp. 1 NE Lakes,Ulnaria sp. 1 NE Lakes,no,,,
Ulnaria sp. 2 NE Lakes,Ulnaria sp. 2 NE Lakes,no,,,
Ulnaria ulna,Ulnaria ulna,no,,,
Synedra ulna,Ulnaria ulna,yes,,,
Ulnaria ulna forme 1 sensu Lavoie et al,Ulnaria ulna forme 1 sensu Lavoie et al,no,,yes,
Ulnaria ulna forme 2 sensu Lavoie et al,Ulnaria ulna forme 2 sensu Lavoie et al,no,,yes,
Ulnaria ulna var. chaseana,Ulnaria ulna var. chaseana,no,,,
Synedra ulna var. chaseana,Ulnaria ulna var. chaseana,yes,,,
Ulnaria ulna var. constricta,Ulnaria ulna var. constricta,no,,,
Unknown sp. 1 NE Lakes,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Unknown diatom,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom spp.,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 9 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 8 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 7 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 6 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 5 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 4 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 3 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 2 ?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom sp. 1?,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom CAF,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined diatom,Undetermined,yes,,,retain but mark as NonTarget in Attributes table
Undetermined,Undetermined,no,,,retain but mark as NonTarget in Attributes table
Unknown centric,Undetermined centric,yes,,,retain but mark as NonTarget in Attributes table
Undetermined Centric sp. 2 ?,Undetermined centric,yes,,,retain but mark as NonTarget in Attributes table
Undetermined Centric sp. 1 ?,Undetermined centric,yes,,,retain but mark as NonTarget in Attributes table
Undetermined centric,Undetermined centric,no,,,retain but mark as NonTarget in Attributes table
Unknown pennate (girldle view),Undetermined pennate,yes,,,retain but mark as NonTarget in Attributes table
Unknown pennate,Undetermined pennate,yes,,,retain but mark as NonTarget in Attributes table
