TaxaID,Rank,Genus,Species,nOcc,SumIndiv,NonTarget,BCG_attr,BCG_attr2,BCG_attr_Roman,NutrientIndicator,pH_TolAnal,AcidImpacted,MajorHabitatGrp,MajorHabitatGrp_Narr,SIZE_USGS,TROPHIC_BCG,TROPHIC_USGS,P_USGS,N_USGS,N_FIXER_USGS,MOTILITY_USGS,MOTILE2_USGS,HABIT_USGS
Staurosirella sp. 4 NE Lakes,Species/Dataset,Staurosirella,Staurosirella sp. 4 NE Lakes,28,92,FALSE,,,,,,,"benthic,sandmud",benthic (strong sand/mud indicator),VERY SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Staurosirella sp. 5 NE Lakes,Species/Dataset,Staurosirella,Staurosirella sp. 5 NE Lakes,3,108,FALSE,,,,,,,"benthic,sandmud",benthic (strong sand/mud indicator),VERY SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Staurosirella/Staurosira,Genus/Slash,Staurosirella/Staurosira,,6,24,FALSE,,,,,,,,,,,,,,,,,
Stenopterobia,Genera,Stenopterobia,,5,3,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia anceps,Species,Stenopterobia,Stenopterobia anceps,72,23,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia baileyi,Species,Stenopterobia,Stenopterobia baileyi,5,3,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia densestriata,Species,Stenopterobia,Stenopterobia densestriata,19,28,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,oligo,TROPHIC_1,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia intermedia,Species,Stenopterobia,Stenopterobia intermedia,377,146,FALSE,3,,III,low,acid,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia intermedia fo. subacuta,Variety,Stenopterobia,Stenopterobia intermedia,29,10,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia planctonica,Species,Stenopterobia,Stenopterobia planctonica,22,16,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia sp. 1 NE Lakes,Species/Dataset,Stenopterobia,Stenopterobia sp. 1 NE Lakes,6,10,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia sp. 2 NE Lakes,Species/Dataset,Stenopterobia,Stenopterobia sp. 2 NE Lakes,5,9,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stenopterobia sp. 5 NE Lakes,Species/Dataset,Stenopterobia,Stenopterobia sp. 5 NE Lakes,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Stephanoarcus vestibulis,Species,Stephanoarcus,Stephanoarcus vestibulis,5,84,FALSE,,,,,,,planktonic,planktonic,,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanocyclus meneghinianus,Species,Stephanocyclus,Stephanocyclus meneghinianus,208,1033,FALSE,5,,V,high,hialkali,,planktonic,planktonic,SMALL,eutra,TROPHIC_5,HIGH_P,HIGH_N,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus,Genera,Stephanodiscus,,37,243,FALSE,5,,V,,hialkali,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus agassizensis,Species,Stephanodiscus,Stephanodiscus agassizensis,8,115,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus alpinus,Species,Stephanodiscus,Stephanodiscus alpinus,46,81,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus astraea,Species,Stephanodiscus,Stephanodiscus astraea,2,4,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus binatus,Species,Stephanodiscus,Stephanodiscus binatus,1,1,FALSE,,,,,,,,,,,,,,,,,
Stephanodiscus binderanus var. oestrupii,Variety,Stephanodiscus,Stephanodiscus binderanus,19,413,FALSE,,,,,,,planktonic,planktonic,SMALL,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus hantzschii,Species,Stephanodiscus,Stephanodiscus hantzschii,110,2367,FALSE,5,,V,,hialkali,,planktonic,planktonic,SMALL,hypereutra,TROPHIC_6,HIGH_P,HIGH_N,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus hantzschii f. tenuis,Variety,Stephanodiscus,Stephanodiscus hantzschii,20,47,FALSE,,,,,,,planktonic,planktonic,SMALL,hypereutra,TROPHIC_6,HIGH_P,HIGH_N,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus medius,Species,Stephanodiscus,Stephanodiscus medius,47,118,FALSE,,,,,,,planktonic,planktonic,SMALL,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus minutulus,Species,Stephanodiscus,Stephanodiscus minutulus,55,434,FALSE,,,,,,,planktonic,planktonic,SMALL,hypereutra,TROPHIC_6,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus niagarae,Species,Stephanodiscus,Stephanodiscus niagarae,193,573,FALSE,4,4_middle,IV_middle,,hialkali,,planktonic,planktonic,BIG,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus oregonica,Species,Stephanodiscus,Stephanodiscus oregonica,2,12,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus parvus,Species,Stephanodiscus,Stephanodiscus parvus,31,578,FALSE,5,,V,high,,,planktonic,planktonic,SMALL,hypereutra,TROPHIC_6,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus sp. 1 VTEC Lakes,Species/Dataset,Stephanodiscus,Stephanodiscus sp. 1 VTEC Lakes,3,6,FALSE,,,,,,,,,,,,,,,,,
Stephanodiscus sp. 2 NE Lakes,Species/Dataset,Stephanodiscus,Stephanodiscus sp. 2 NE Lakes,41,247,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Stephanodiscus sp. 501 NE Lakes,Species/Dataset,Stephanodiscus,Stephanodiscus sp. 501 NE Lakes,1,1,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Surirella,Genera,Surirella,,182,28,FALSE,4,4_better,IV_better,,neutral,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella adumbratus,Species,Surirella,Surirella adumbratus,3,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella amphioxys,Species,Surirella,Surirella amphioxys,11,10,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella angusta,Species,Surirella,Surirella angusta,190,28,FALSE,4,4_better,IV_better,,neutral,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella angustiformis,Species,Surirella,Surirella angustiformis,3,6,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella bohemica,Species,Surirella,Surirella bohemica,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella brebissonii,Species,Surirella,Surirella brebissonii,15,15,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,HIGH_P,HIGH_N,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella brebissonii var. kuetzingii,Variety,Surirella,Surirella brebissonii,8,12,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,HIGH_P,HIGH_N,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella brightwellii,Species,Surirella,Surirella brightwellii,2,9,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella cruciata,Species,Surirella,Surirella cruciata,3,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella crumena,Species,Surirella,Surirella crumena,1,1,FALSE,,,,,,,,,,,,,,,,,
Surirella cuspidata,Species,Surirella,Surirella cuspidata,6,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella delicatissima f. tenuissima,Variety,Surirella,Surirella delicatissima,15,7,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella delicatissima var. 1 PIRLA,Variety/Dataset,Surirella,Surirella delicatissima,39,102,FALSE,,,,,,,,,,,,,,,,,
Surirella elegans,Species,Surirella,Surirella elegans,3,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,meso-eutra,TROPHIC_4,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella helvetica,Species,Surirella,Surirella helvetica,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,oligo,TROPHIC_1,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella lacrimula,Species,Surirella,Surirella lacrimula,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella linearis var. constricta,Variety,Surirella,Surirella linearis,76,26,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella linearis var. helvetica,Variety,Surirella,Surirella linearis,2,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella minuta,Species,Surirella,Surirella minuta,28,32,FALSE,,,,,,,benthic,benthic (many possible substrates),SMALL,,,HIGH_P,HIGH_N,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella nana,Species,Surirella,Surirella nana,1,24,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella ovalis,Species,Surirella,Surirella ovalis,2,1,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,eutra,TROPHIC_5,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella ovata,Species,Surirella,Surirella ovata,25,19,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella papillifera,Species,Surirella,Surirella papillifera,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella roba,Species,Surirella,Surirella roba,10,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,oligo,TROPHIC_1,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella robusta,Species,Surirella,Surirella robusta,19,12,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,indiff,TROPHIC_7,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 1 NE Lakes,Species/Dataset,Surirella,Surirella sp. 1 NE Lakes,2,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 10 NE Lakes,Species/Dataset,Surirella,Surirella sp. 10 NE Lakes,2,5,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 11 NE Lakes,Species/Dataset,Surirella,Surirella sp. 11 NE Lakes,1,1,FALSE,,,,,,,,,,,,,,,,,
Surirella sp. 2 NE Lakes,Species/Dataset,Surirella,Surirella sp. 2 NE Lakes,6,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 2 PIRLA,Species/Dataset,Surirella,Surirella sp. 2 PIRLA,25,54,FALSE,,,,,,,,,,,,,,,,,
Surirella sp. 3 NE Lakes,Species/Dataset,Surirella,Surirella sp. 3 NE Lakes,28,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 3 PIRLA,Species/Dataset,Surirella,Surirella sp. 3 PIRLA,1,1,FALSE,,,,,,,,,,,,,,,,,
Surirella sp. 4 NE Lakes,Species/Dataset,Surirella,Surirella sp. 4 NE Lakes,2,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 4 PIRLA,Species/Dataset,Surirella,Surirella sp. 4 PIRLA,4,3,FALSE,,,,,,,,,,,,,,,,,
Surirella sp. 6 NE Lakes,Species/Dataset,Surirella,Surirella sp. 6 NE Lakes,5,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella sp. 8 NE Lakes,Species/Dataset,Surirella,Surirella sp. 8 NE Lakes,1,1,FALSE,,,,,,,,,,,,,,,,,
Surirella stoermerii,Species,Surirella,Surirella stoermerii,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella tenuis,Species,Surirella,Surirella tenuis,3,7,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella tenuissima,Species,Surirella,Surirella tenuissima,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Surirella undulata,Species,Surirella,Surirella undulata,2,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Synedra,Genera,Synedra,,148,351,FALSE,4,4_middle,IV_middle,,neutral,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Synedra familiaris,Variety,Synedra,Synedra familiaris,214,368,FALSE,4,4_middle,IV_middle,,neutral,,"benthic,planktonic",planktonic and benthic,SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Synedra filiformis var. capitata,Variety,Synedra,Synedra filiformis,2,3,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Synedra filiformis var. exilis,Variety,Synedra,Synedra filiformis,84,83,FALSE,4,4_better,IV_better,,,,"benthic,planktonic",planktonic and benthic,SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Synedra minuscula,Species,Synedra,Synedra minuscula,15,31,FALSE,,,,,,,,,,,,,,,NON_MOTILE,,
Synedra nana,Species,Synedra,Synedra nana,22,194,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Synedra planktonica,Species,Synedra,Synedra planktonica,29,273,FALSE,,,,,,,,,,,,,,,NON_MOTILE,,
Synedra sp. 1 NAWQA MORALES,Species/Dataset,Synedra,Synedra sp. 1 NAWQA MORALES,3,3,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 1 PIRLA,Species/Dataset,Synedra,Synedra sp. 1 PIRLA,32,104,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 2 MONTANA HAGAN,Species/Dataset,Synedra,Synedra sp. 2 MONTANA HAGAN,1,1,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 2 NAWQA,Species/Dataset,Synedra,Synedra sp. 2 NAWQA,16,65,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 2 NAWQA MORALES,Species/Dataset,Synedra,Synedra sp. 2 NAWQA MORALES,27,60,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 5 PIRLA,Species/Dataset,Synedra,Synedra sp. 5 PIRLA,1,1,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 7 NAWQA MORALES,Species/Dataset,Synedra,Synedra sp. 7 NAWQA MORALES,1,4,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 8 NAWQA,Species/Dataset,Synedra,Synedra sp. 8 NAWQA,5,17,FALSE,,,,,,,,,,,,,,,,,
Synedra sp. 8 NAWQA MORALES,Species/Dataset,Synedra,Synedra sp. 8 NAWQA MORALES,8,14,FALSE,,,,,,,,,,,,,,,,,
Synedra subrhombica,Species,Synedra,Synedra subrhombica,192,958,FALSE,3,,III,low,acid,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Synedra ulna var. oxyrhynchus fo. mediocontracta,Variety,Synedra,Synedra ulna,1,2,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,MEDIUM,eutra,TROPHIC_5,LOW_P,LOW_N,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria,Genera,Tabellaria,,128,215,FALSE,4,4_better,IV_better,,neutral,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria fenestrata,Species,Tabellaria,Tabellaria fenestrata,617,1229,FALSE,4,4_better,IV_better,,neutral,,planktonic,planktonic,MEDIUM,oligo-meso,TROPHIC_2,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria flocculosa,Species,Tabellaria,Tabellaria flocculosa,448,5004,FALSE,4,4_better,IV_better,,acid,,planktonic,planktonic,MEDIUM,meso,TROPHIC_3,LOW_P,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria flocculosa strain III,Species/Strain,Tabellaria,Tabellaria flocculosa,803,1754,FALSE,4,4_better,IV_better,,neutral,,planktonic,planktonic,MEDIUM,meso,TROPHIC_3,LOW_P,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria flocculosa strain IIIp,Species/Strain,Tabellaria,Tabellaria flocculosa,815,9371,FALSE,3,,III,,acid,,planktonic,planktonic,MEDIUM,meso,TROPHIC_3,LOW_P,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria flocculosa strain IV,Species/Strain,Tabellaria,Tabellaria flocculosa,571,508,FALSE,3,,III,low,acid,,planktonic,planktonic,MEDIUM,meso,TROPHIC_3,LOW_P,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria flocculosa var. fenestrata,Variety,Tabellaria,Tabellaria flocculosa,1,1,FALSE,,,,,,,planktonic,planktonic,MEDIUM,meso,TROPHIC_3,LOW_P,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria flocculosa var. linearis,Variety,Tabellaria,Tabellaria flocculosa,608,1433,FALSE,4,4_better,IV_better,,acid,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria quadriseptata,Species,Tabellaria,Tabellaria quadriseptata,353,2129,FALSE,3,,III,low,acid,,planktonic,planktonic,SMALL,oligo,TROPHIC_1,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabellaria ventricosa,Species,Tabellaria,Tabellaria ventricosa,40,111,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,LOW_P,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabularia affinis var. acuminata,Variety,Tabularia,Tabularia affinis,4,1,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabularia fasciculata,Species,Tabularia,Tabularia fasciculata,27,44,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,BIG,eutra,TROPHIC_5,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tabularia tabulata,Species,Tabularia,Tabularia tabulata,12,16,FALSE,,,,,,,"benthic,planktonic",planktonic and benthic,BIG,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
Tetracyclus sp. 1 VTEC Lakes,Species/Dataset,Tetracyclus,Tetracyclus sp. 1 VTEC Lakes,1,2,FALSE,,,,,,,,,,,,,,,,,
Thalassiosira,Genera,Thalassiosira,,1,3,FALSE,,,,,,,planktonic,planktonic,,,,,,,,,
Thalassiosira baltica,Species,Thalassiosira,Thalassiosira baltica,2,11,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Thalassiosira bramaputrae,Species,Thalassiosira,Thalassiosira bramaputrae,1,1,FALSE,,,,,,,,,,,,,,,,,
Thalassiosira fluviatilis,Species,Thalassiosira,Thalassiosira fluviatilis,1,1,FALSE,,,,,,,planktonic,planktonic,,,,,,NON_N_FIXER,NON_MOTILE,,
Thalassiosira lacustris,Species,Thalassiosira,Thalassiosira lacustris,1,1,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Thalassiosira pseudonana,Species,Thalassiosira,Thalassiosira pseudonana,13,27,FALSE,,,,,,,planktonic,planktonic,VERY SMALL,hypereutra,TROPHIC_6,,,NON_N_FIXER,NON_MOTILE,,
Thalassiosira visurgis,Species,Thalassiosira,Thalassiosira visurgis,4,38,FALSE,,,,,,,planktonic,planktonic,MEDIUM,,,,,NON_N_FIXER,NON_MOTILE,,
Tryblionella,Genera,Tryblionella,,3,9,FALSE,4,4_worse,IV_worse,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella acuminata,Species,Tryblionella,Tryblionella acuminata,3,17,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella aerophila,Species,Tryblionella,Tryblionella aerophila,2,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella apiculata,Species,Tryblionella,Tryblionella apiculata,6,1,FALSE,,,,,,,benthic,benthic (many possible substrates),MEDIUM,,,HIGH_P,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella brunoi,Species,Tryblionella,Tryblionella brunoi,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella calida,Species,Tryblionella,Tryblionella calida,9,6,FALSE,,,,,,,benthic,benthic (many possible substrates),BIG,eutra,TROPHIC_5,HIGH_P,HIGH_N,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella coarctata,Species,Tryblionella,Tryblionella coarctata,1,1,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella debilis,Species,Tryblionella,Tryblionella debilis,13,26,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella gracilis,Species,Tryblionella,Tryblionella gracilis,3,9,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,MODERATELY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella hungarica,Species,Tryblionella,Tryblionella hungarica,6,10,FALSE,,,,,,,benthic,benthic (many possible substrates),,eutra,TROPHIC_5,HIGH_P,HIGH_N,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella levidensis,Species,Tryblionella,Tryblionella levidensis,3,6,FALSE,,,,,,,,,,,,,,,,,
Tryblionella littoralis,Species,Tryblionella,Tryblionella littoralis,3,3,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,HIGH_P,HIGH_N,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella plana,Species,Tryblionella,Tryblionella plana,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella plana var. fennica,Variety,Tryblionella,Tryblionella plana,4,11,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella salinarum,Species,Tryblionella,Tryblionella salinarum,2,4,FALSE,,,,,,,benthic,benthic (many possible substrates),,eutra,TROPHIC_5,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella scalaris,Species,Tryblionella,Tryblionella scalaris,24,86,FALSE,,,,,,,benthic,benthic (many possible substrates),VERY_BIG,eutra,TROPHIC_5,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Tryblionella sp. 502 NE Lakes,Species/Dataset,Tryblionella,Tryblionella sp. 502 NE Lakes,1,2,FALSE,,,,,,,benthic,benthic (many possible substrates),,,,,,NON_N_FIXER,HIGHLY_MOTILE,HIGHLY_MOTILE.1,
Ulnaria,Genera,Ulnaria,,43,28,FALSE,4,4_middle,IV_middle,,alkali,,mostlyplanktonic,mostly planktonic,MEDIUM,,,LOW_P,LOW_N,NON_N_FIXER,NON_MOTILE,ARAPHID,
Ulnaria acus,Species,Ulnaria,Ulnaria acus,124,364,FALSE,4,4_worse,IV_worse,,alkali,,mostlyplanktonic,mostly planktonic,SMALL,,,LOW_P,LOW_N,NON_N_FIXER,NON_MOTILE,ARAPHID,
Ulnaria amphirhynchus,Variety,Ulnaria,Ulnaria amphirhynchus,1,1,FALSE,,,,,,,mostlyplanktonic,mostly planktonic,SMALL,indiff,TROPHIC_7,LOW_P,LOW_N,NON_N_FIXER,NON_MOTILE,ARAPHID,
Ulnaria biceps,Species,Ulnaria,Ulnaria biceps,8,6,FALSE,,,,,,,mostlyplanktonic,mostly planktonic,MEDIUM,,,LOW_P,LOW_N,NON_N_FIXER,NON_MOTILE,ARAPHID,
Ulnaria capitata,Species,Ulnaria,Ulnaria capitata,3,3,FALSE,,,,,,,mostlyplanktonic,mostly planktonic,SMALL,,,,,NON_N_FIXER,NON_MOTILE,ARAPHID,
