TAXON,Rank,Taxon_Group,NonTarget,FFG,FFG_Source,Habit,Habit_Source,Life_Cycle,Life_Cycle_Source,TolVal,Thermal_indicator,Kingdom,Phylum,SubPhylum,Class,SubClass,Order,SubOrder,SuperFamily,Family,SubFamily,Tribe,GenusGroup,Genus Slash,Genus,SubGenus,SpeciesGroup,SpeciesSubGroup,SpeciesComplex,Species Slash,Species
PTERONARCELLA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCELLINI,,,PTERONARCELLA,,,,,,
PTERONARCYIDAE,Family,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,,,,,,,,,,,
PTERONARCYS,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,,PTERONARCYS,,,,,,
PTERONARCYS BILOBA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,,PTERONARCYS,,,,,,PTERONARCYS BILOBA
PTERONARCYS COMSTOCKI,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,,PTERONARCYS,,,,,,PTERONARCYS COMSTOCKI
PTERONARCYS DORSATA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,,PTERONARCYS,,,,,,PTERONARCYS DORSATA
PTERONARCYS PICTETII,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,,PTERONARCYS,,,,,,PTERONARCYS PICTETII
PTERONARCYS PROTEUS,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PTERONARCYIDAE,PTERONARCYINAE,PTERONARCYINI,,,PTERONARCYS,,,,,,PTERONARCYS PROTEUS
RASVENA TERNA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,,,RASVENA,,,,,,RASVENA TERNA
REMENUS BILOBATUS,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,DIPLOPERLINI,,,REMENUS,,,,,,REMENUS BILOBATUS
SHIPSA ROTUNDA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,NEMOURINAE,,,,SHIPSA,,,,,,SHIPSA ROTUNDA
SKWALA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,ARCYNOPTERYGINI,,,SKWALA,,,,,,
SOYEDINA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,NEMOURINAE,,,,SOYEDINA,,,,,,
STROPHOPTERYX,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,BRACHYPTERYINAE,,,,STROPHOPTERYX,,,,,,
STROPHOPTERYX FASCIATA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,BRACHYPTERYINAE,,,,STROPHOPTERYX,,,,,,STROPHOPTERYX FASCIATA
SUWALLIA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,SUWALLIINI,,,SUWALLIA,,,,,,
SWELTSA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,,,SWELTSA,,,,,,
SWELTSA ONKOS,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,CHLOROPERLINAE,,,,SWELTSA,,,,,,SWELTSA ONKOS
SYSTELLOGNATHA,SubOrder,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,,,,,,,,,,,,
TAENIONEMA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,BRACHYPTERYINAE,,,OEMOPTERYX/TAENIONEMA,TAENIONEMA,,,,,,
TAENIOPTERYGIDAE,Family,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,,,,,,,,,,,
TAENIOPTERYX,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,TAENIOPTERYGINAE,,,,TAENIOPTERYX,,,,,,
TAENIOPTERYX BURKSI,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,TAENIOPTERYGINAE,,,,TAENIOPTERYX,,,,,,TAENIOPTERYX BURKSI
TAENIOPTERYX METEQUI,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,TAENIOPTERYGINAE,,,,TAENIOPTERYX,,,,,,TAENIOPTERYX METEQUI
TAENIOPTERYX NIVALIS,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,TAENIOPTERYGINAE,,,,TAENIOPTERYX,,,,,,TAENIOPTERYX NIVALIS
TAENIOPTERYX PARVULA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,TAENIOPTERYGIDAE,TAENIOPTERYGINAE,,,,TAENIOPTERYX,,,,,,TAENIOPTERYX PARVULA
TALLAPERLA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PELTOPERLIDAE,PELTOPERLINAE,,,,TALLAPERLA,,,,,,
UTAPERLA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,CHLOROPERLIDAE,PARAPERLINAE,,,,UTAPERLA,,,,,,
VIEHOPERLA ADA,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PELTOPERLIDAE,PELTOPERLINAE,,,,VIEHOPERLA,,,,,,VIEHOPERLA ADA
YUGUS,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,PERLODINI,,MALIREKUS/YUGUS,YUGUS,,,,,,
YUGUS BULBOSUS,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,PERLODINI,,MALIREKUS/YUGUS,YUGUS,,,,,,YUGUS BULBOSUS
YUGUS KIRCHNERI,Species,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,SYSTELLOGNATHA,,PERLODIDAE,PERLODINAE,PERLODINI,,MALIREKUS/YUGUS,YUGUS,,,,,,YUGUS KIRCHNERI
ZAPADA,Genus,PLECOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,PLECOPTERA,EUHOLOGNATHA,,NEMOURIDAE,NEMOURINAE,,,,ZAPADA,,,,,,
ACANTHOSOMATIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,HETEROPTERA,,ACANTHOSOMATIDAE,,,,,,,,,,,
ARCTIIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,LEPIDOPTERA,,,ARCTIIDAE,,,,,,,,,,,
CANACIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,CANACIDAE,,,,,,,,,,,
CANTHARIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,CANTHARIDAE,,,,,,,,,,,
CARABIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,ADEPHAGA,,CARABIDAE,,,,,,,,,,,
CHRYSOMELIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,CHRYSOMELIDAE,,,,,,,,,,,
CICADELLIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HEMIPTERA,AUCHENORRHYNCHA,,CICADELLIDAE,,,,,,,,,,,
COLLEMBOLA,Order,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,COLLEMBOLA,,COLLEMBOLA,,,,,,,,,,,,,,
DONACIA,Genus,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,CHRYSOMELIDAE,DONACIINAE,DONACIINI,,,DONACIA,,,,,,
EISENIELLA TETRAEDRA,Species,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,OPISTHOPORA,LUMBRICINA,,LUMBRICIDAE,,,,,EISENIELLA,,,,,,EISENIELLA TETRAEDRA
ELATERIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,ELATERIDAE,,,,,,,,,,,
HETEROCERIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,HETEROCERIDAE,,,,,,,,,,,
HYBOTIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,HYBOTIDAE,,,,,,,,,,,
HYMENOPTERA,Order,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HYMENOPTERA,,,,,,,,,,,,,,
LEIODIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,LEIODIDAE,,,,,,,,,,,
LUMBRICIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,OPISTHOPORA,LUMBRICINA,,LUMBRICIDAE,,,,,,,,,,,
LUMBRICINA,SubOrder,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ANNELIDA,,CLITELLATA,OLIGOCHAETA,OPISTHOPORA,LUMBRICINA,,,,,,,,,,,,,
MUSCOMORPHA,Infraorder,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,,,,,,,,,,,,
ORTHOPTERA,Order,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,ORTHOPTERA,,,,,,,,,,,,,,
PARACENTROBIA,Genus,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,HYMENOPTERA,,,TRICHOGRAMMATIDAE,,,,,PARACENTROBIA,,,,,,
SARCOPHAGIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SARCOPHAGIDAE,,,,,,,,,,,
SCARABAEIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,SCARABAEIDAE,,,,,,,,,,,
SCATHOPHAGIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,BRACHYCERA,,SCATHOPHAGIDAE,,,,,,,,,,,
SCATOPSIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SCATOPSIDAE,,,,,,,,,,,
SCIARIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,DIPTERA,NEMATOCERA,,SCIARIDAE,,,,,,,,,,,
SILPHIDAE,Family,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,COLEOPTERA,POLYPHAGA,,SILPHIDAE,,,,,,,,,,,
THYSANOPTERA,Order,TERRESTRIAL,TRUE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,THYSANOPTERA,,,,,,,,,,,,,,
LIMNEPHILOIDEA,SuperFamily,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,LIMNEPHILOIDEA,,,,,,,,,,,,
ADICROPHLEPS HITCHCOCKI,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,BRACHYCENTRIDAE,,,,,ADICROPHLEPS,,,,,,ADICROPHLEPS HITCHCOCKI
AGAPETUS,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,,,AGAPETUS,,,,,,
AGAPETUS AVITUS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,,,AGAPETUS,,,,,,AGAPETUS AVITUS
AGAPETUS HESSI,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,,,AGAPETUS,,,,,,AGAPETUS HESSI
AGAPETUS ROSSI,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,,,AGAPETUS,,,,,,AGAPETUS ROSSI
AGAPETUS TOMUS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,AGAPETINAE,,,,AGAPETUS,,,,,,AGAPETUS TOMUS
AGARODES,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,SERICOSTOMATIDAE,,,,,AGARODES,,,,,,
AGARODES DISTINCTUS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,SERICOSTOMATIDAE,,,,,AGARODES,,,,,,AGARODES DISTINCTUS
AGARODES LIBALIS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,SERICOSTOMATIDAE,,,,,AGARODES,,,,,,AGARODES LIBALIS
AGRAYLEA,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,,,AGRAYLEA,,,,,,
AGRAYLEA COSTELLA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,,,AGRAYLEA,,,,,,AGRAYLEA COSTELLA
AGRAYLEA MULTIPUNCTATA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,HYDROPTILINI,,,AGRAYLEA,,,,,,AGRAYLEA MULTIPUNCTATA
AGRYPNIA,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,
AGRYPNIA COLORATA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,AGRYPNIA COLORATA
AGRYPNIA GLACIALIS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,AGRYPNIA GLACIALIS
AGRYPNIA IMPROBA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,AGRYPNIA IMPROBA
AGRYPNIA MACDUNNOUGHI,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,AGRYPNIA MACDUNNOUGHI
AGRYPNIA STRAMINEA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,AGRYPNIA STRAMINEA
AGRYPNIA VESTITA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,PHRYGANEIDAE,PHRYGANEINAE,,,,AGRYPNIA,,,,,,AGRYPNIA VESTITA
ALISOTRICHIA,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,LEUCOTRICHIINI,,,ALISOTRICHIA,,,,,,
ALISOTRICHIA ARIZONICA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPTILIDAE,HYDROPTILINAE,LEUCOTRICHIINI,,,ALISOTRICHIA,,,,,,ALISOTRICHIA ARIZONICA
AMPHICOSMOECUS CANAX,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,DICOSMOECINAE,,,,AMPHICOSMOECUS,,,,,,AMPHICOSMOECUS CANAX
ANABOLIA,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,,,,,ANABOLIA,,,,,,
ANAGAPETUS,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,GLOSSOSOMATIDAE,GLOSSOSOMATINAE,ANAGAPETINI,,,ANAGAPETUS,,,,,,
ANISOCENTROPUS PYRALOIDES,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,CALAMOCERATIDAE,ANISOCENTROPODINAE,,,,ANISOCENTROPUS,,,,,,ANISOCENTROPUS PYRALOIDES
ANNULIPALPIA,SubOrder,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,ANNULIPALPIA,,,,,,,,,,,,,
APATANIA,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,APATANIIDAE,APATANIINAE,APATANIINI,,,APATANIA,,,,,,
APATANIA INCERTA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,APATANIIDAE,APATANIINAE,APATANIINI,,,APATANIA,,,,,,APATANIA INCERTA
APATANIIDAE,Family,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,APATANIIDAE,,,,,,,,,,,
ARCTOPORA PULCHELLA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,,ARCTOPORA,,,,,,ARCTOPORA PULCHELLA
ARCTOPSYCHE,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,ARCTOPSYCHINAE,,,,ARCTOPSYCHE,,,,,,
ARCTOPSYCHE IRRORATA,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,ARCTOPSYCHINAE,,,,ARCTOPSYCHE,,,,,,ARCTOPSYCHE IRRORATA
ARCTOPSYCHE LADOGENSIS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,ARCTOPSYCHINAE,,,,ARCTOPSYCHE,,,,,,ARCTOPSYCHE LADOGENSIS
ARCTOPSYCHINAE,Subfamily,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,HYDROPSYCHIDAE,ARCTOPSYCHINAE,,,,,,,,,,
ASYNARCHUS,Genus,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,,ASYNARCHUS,,,,,,
ASYNARCHUS LAPPONICUS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,,ASYNARCHUS,,,,,,ASYNARCHUS LAPPONICUS
ASYNARCHUS MONTANUS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,,ASYNARCHUS,,,,,,ASYNARCHUS MONTANUS
ASYNARCHUS MUTATUS,Species,TRICHOPTERA,FALSE,,,,,,,,,ANIMALIA,ARTHROPODA,HEXAPODA,INSECTA,PTERYGOTA,TRICHOPTERA,,,LIMNEPHILIDAE,LIMNEPHILINAE,LIMNEPHILINI,,,ASYNARCHUS,,,,,,ASYNARCHUS MUTATUS
